出表日期,報告年度,公司代號,公司名稱,前10大股東持股情形,date
1150513,113,1810,和成,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1810_20250616F17.pdf,2026-05-15
1150513,113,1817,凱撒衛,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1817_20250526F17.pdf,2026-05-15
1150513,113,1903,士紙,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1903_20250620F17.pdf,2026-05-15
1150513,113,1904,正隆,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1904_20250529F17.pdf,2026-05-15
1150513,113,1905,華紙,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1905_20250617F17.pdf,2026-05-15
1150513,113,1906,寶隆,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1906_20250527F17.pdf,2026-05-15
1150513,113,1907,永豐餘,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1907_20250620F17.pdf,2026-05-15
1150513,113,1909,榮成,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1909_20250528F17.pdf,2026-05-15
1150513,113,2002,中鋼,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_2002_20250619F17.pdf,2026-05-15
1150513,113,2006,東和鋼鐵,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_2006_20250520F17.pdf,2026-05-15
1150513,113,2007,燁興,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_2007_20250617F17.pdf,2026-05-15
1150513,113,2008,高興昌,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_2008_20250619F17.pdf,2026-05-15
1150513,113,2009,第一銅,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_2009_20250626F17.pdf,2026-05-15
