Code,Name,TradeVolume,Transaction,TradeValue,TradePrice,BestBidPrice,BestBidVolume,BestAskPrice,BestAskVolume,date
00960,野村全球航運龍頭,30,1,520,17.3500,17.3300,4090,17.3500,933,2026-05-18
00961,FT臺灣永續高息,,,,,11.1400,6008,11.3000,299,2026-05-18
00962,台新AI優息動能,139,3,1876,13.5000,13.4200,832,13.5000,1516,2026-05-18
00963,中信全球高股息,57,1,723,12.7000,12.6700,4106,12.7000,3060,2026-05-18
00964,中信亞太高股息,197,3,2828,14.3600,14.3300,4268,14.3600,2813,2026-05-18
00965,元大航太防衛科技,1005,18,25370,25.2500,25.2500,4407,25.2700,1767,2026-05-18
00971,野村美國研發龍頭,299,3,5016,16.7800,16.7000,798,16.7800,11717,2026-05-18
00972,野村日本動能高息,,,,,19.3100,1438,19.3500,1535,2026-05-18
009800,中信NASDAQ,283,1,3645,12.8800,12.8700,4766,12.8800,3198,2026-05-18
009801,中信美國創新科技,1103,7,13486,12.2300,12.2200,1048,12.2300,233126,2026-05-18
009802,富邦旗艦50,737,7,12896,17.5000,17.5000,6721,,,2026-05-18
009803,玉山市值動能50,250,2,4977,19.9100,19.9100,4670,19.9300,1272,2026-05-18
009804,聯邦台精彩50,1148,10,23840,20.7700,20.7500,3732,20.7700,3018,2026-05-18
009805,新光美國電力基建,3225,17,55206,17.1200,17.1200,8245,17.1800,1706,2026-05-18
009808,華南永昌優選50,617,4,17454,28.2900,28.2800,1473,28.2900,1100,2026-05-18
009809,富邦淨零ESG50,25,1,386,15.4600,15.4100,4899,15.4600,299,2026-05-18
00980A,主動野村臺灣優選,13428,124,309869,23.0800,23.0700,14851,23.0800,315524,2026-05-18
009810,玉山全球藍籌100,,,,,20.7500,1073,20.8000,2108,2026-05-18
009811,統一美國50,840,5,10936,13.0200,13.0000,4733,13.0200,2142,2026-05-18
009812,野村日本東證,332,2,4017,12.1000,12.0800,1636,12.1000,943,2026-05-18
009813,貝萊德標普卓越50,3669,17,41783,11.3900,11.3500,2171,11.3900,18529,2026-05-18
009816,凱基台灣TOP50,50404,282,693448,13.7600,13.7600,195360,13.7700,125789,2026-05-18
009817,國泰日本不動產,,,,,9.0500,4306,9.0900,1504,2026-05-18
009818,華南永昌NASDAQxT,500,1,9540,19.0800,19.0000,10,19.0800,500,2026-05-18
009819,中信數據及電力,1829,19,18593,10.1700,10.1600,3470,10.1700,3525,2026-05-18
00981A,主動統一台股增長,293550,1809,8345016,28.4300,28.4200,221329,28.4300,389345,2026-05-18
00981T,平衡凱基雙核收息,73,2,863,11.8300,11.8100,1115,11.8300,958,2026-05-18
009820,元大納斯達克精選,3488,14,35362,10.1400,10.1400,10947,10.1500,3147,2026-05-18
00982A,主動群益台灣強棒,38272,244,863332,22.5600,22.5500,31873,22.5600,272841,2026-05-18
00982D,主動富邦動態入息,,,,,9.9600,1765,9.9700,1111,2026-05-18
00982T,平衡兆豐台美動能,,,,,14.1100,1806,14.2400,1677,2026-05-18
00983A,主動中信ARK創新,1082,5,12570,11.6200,11.6200,3032,11.6500,1599,2026-05-18
00983D,主動富邦複合收益,27,1,273,10.1400,10.1400,2386,10.1500,569,2026-05-18
00984A,主動安聯台灣高息,1159,11,17151,14.8000,14.8000,16228,14.8500,809,2026-05-18
00984D,主動聯博全球非投,489,4,4904,10.0300,10.0200,100,10.0300,278,2026-05-18
00985A,主動野村台灣50,1951,14,40971,21.0000,21.0000,10845,21.0500,798,2026-05-18
00985B,群益ESG投等債0-5,334,1,3403,10.1900,5.0700,999,10.1900,208,2026-05-18
00986A,主動台新龍頭成長,138,3,2044,14.8200,14.7500,1073,14.8200,9955,2026-05-18
00987A,主動台新優勢成長,4405,28,72803,16.5300,16.5300,6376,16.5500,544,2026-05-18
00988A,主動統一全球創新,19987,141,390096,19.5200,19.5200,59351,19.5800,1758,2026-05-18
00989A,主動摩根美國科技,1019,8,17749,17.4200,17.4000,1358,17.4200,91018,2026-05-18
00990A,主動元大AI新經濟,5049,31,89862,17.8000,17.8000,23499,18.1000,263,2026-05-18
00991A,主動復華未來50,62887,344,1110474,17.6600,17.6500,66025,17.6600,78922,2026-05-18
00992A,主動群益科技創新,14471,101,253225,17.5000,17.4900,72230,17.5000,7419,2026-05-18
00993A,主動安聯台灣,10427,72,131985,12.6600,12.6600,3322,12.7000,2091,2026-05-18
00994A,主動第一金台股優,2823,22,47929,16.9800,16.9800,14194,17.0000,1388,2026-05-18
00995A,主動中信台灣卓越,1902,14,31152,16.3800,16.3700,8238,16.3800,7513,2026-05-18
00996A,主動兆豐台灣豐收,3750,24,51180,13.6500,13.6400,100,13.6500,982,2026-05-18
00997A,主動群益美國增長,1501,15,18684,12.4500,12.4500,33678,12.5400,100,2026-05-18
00999A,主動野村臺灣高息,8386,56,86194,10.2800,10.2800,37667,10.3500,3189,2026-05-18
01001T,土銀富邦R1,,,,,11.4800,2275,11.5500,956,2026-05-18
01002T,土銀國泰R1,,,,,13.9700,2387,15.0000,232,2026-05-18
01004T,土銀富邦R2,,,,,10.5400,1293,10.6500,594,2026-05-18
01007T,兆豐國泰R2,,,,,12.7800,1339,12.9000,398,2026-05-18
01009T,王道圓滿R1,,,,,5.5000,299,,,2026-05-18
01010T,京城樂富R1,,,,,9.9000,299,10.0500,416,2026-05-18
1101,台泥,11282,91,272428,24.1500,24.1500,29611,24.2500,19061,2026-05-18
1101B,台泥乙特,30,1,1357,45.2500,45.2500,4551,45.5000,997,2026-05-18
1102,亞泥,2625,22,90295,34.4000,34.4000,22497,34.6000,5087,2026-05-18
1103,嘉泥,1030,22,13329,12.9500,12.9500,4551,13.1000,627,2026-05-18
1104,環泥,1420,21,39184,27.6000,27.6000,6940,27.6500,3055,2026-05-18
1108,幸福,712,4,9860,13.8500,13.8500,1053,14.1500,1596,2026-05-18
1109,信大,,,,,15.0500,5063,15.1000,715,2026-05-18
1110,東泥,174,3,2470,14.2000,14.1500,1203,14.2000,9,2026-05-18
1201,味全,423,10,5137,12.1500,12.1000,6425,12.1500,1312,2026-05-18
1203,味王,347,8,14605,42.1000,42.1000,630,42.5000,1895,2026-05-18
1210,大成,1939,28,102368,52.8000,52.8000,11790,52.9000,9503,2026-05-18
1213,大飲,,,,,8.8100,2800,8.9300,587,2026-05-18
1215,卜蜂,1220,25,170185,139.5000,139.5000,4816,140.0000,2371,2026-05-18
1216,統一,4938,49,371817,75.3000,75.3000,13925,75.5000,10793,2026-05-18
1217,愛之味,800,20,7630,9.5500,9.5400,10463,9.5500,3110,2026-05-18
1218,泰山,786,13,14575,18.5500,18.5500,5855,18.6000,1776,2026-05-18
1219,福壽,374,11,4782,12.8000,12.8000,819,12.8500,1100,2026-05-18
1220,台榮,804,13,9722,12.1000,12.1000,3215,12.1500,529,2026-05-18
1225,福懋油,611,7,17930,29.3500,29.1500,3227,29.3500,394,2026-05-18
1227,佳格,376,4,10734,28.5500,28.5500,6223,28.8000,177,2026-05-18
1229,聯華,6281,57,248391,39.5500,39.5500,17952,39.6000,6549,2026-05-18
1231,聯華食,931,20,79689,85.6000,85.6000,3020,85.8000,222,2026-05-18
1232,大統益,20,1,2980,149.0000,149.0000,1999,149.5000,518,2026-05-18
1233,天仁,8,1,230,28.8000,28.8000,557,28.9000,293,2026-05-18
1234,黑松,777,11,26260,33.8000,33.8000,2821,33.8500,1501,2026-05-18
1235,興泰,,,,,39.6000,1573,39.7500,805,2026-05-18
1236,宏亞,,,,,24.4500,1105,24.5000,1281,2026-05-18
1256,鮮活果汁-KY,337,3,60491,179.5000,178.0000,2541,179.5000,4189,2026-05-18
1301,台塑,8006,84,365849,45.7000,45.7000,13967,45.7500,11954,2026-05-18
1303,南亞,12086,133,1030897,85.3000,85.3000,12802,85.5000,69037,2026-05-18
1304,台聚,2739,41,33537,12.2500,12.2500,3747,12.3000,4807,2026-05-18
1305,華夏,795,19,9932,12.5000,12.5000,3133,12.7000,755,2026-05-18
1307,三芳,,,,,31.8500,1099,31.9500,315,2026-05-18
1308,亞聚,699,9,9187,13.1500,13.0500,4929,13.1500,4499,2026-05-18
1309,台達化,1217,23,19215,15.8000,15.8000,4849,16.0000,2271,2026-05-18
1310,台苯,2130,24,16815,7.9000,7.9000,4987,8.0400,1985,2026-05-18
1312,國喬,1533,19,16092,10.5000,10.5000,36477,10.5500,6345,2026-05-18
1312A,國喬特,,,,,20.8500,2398,,,2026-05-18
1313,聯成,1126,7,11764,10.4500,10.4500,3774,10.5500,1629,2026-05-18
1314,中石化,4129,47,27769,6.7300,6.7300,15544,6.7500,50591,2026-05-18
1315,達新,,,,,60.5000,1798,60.7000,976,2026-05-18
1316,上曜,1357,16,14379,10.6000,10.5500,3727,10.6000,1758,2026-05-18
1319,東陽,615,9,48522,78.9000,78.8000,8029,78.9000,18867,2026-05-18
1321,大洋,,,,,29.2000,1196,29.3000,1564,2026-05-18
1323,永裕,24,4,462,19.3000,19.3000,3567,19.3500,78,2026-05-18
1324,地球,3,3,30,10.3000,10.3000,1614,11.2000,1009,2026-05-18
1325,恆大,,,,,26.4500,1352,26.5500,15140,2026-05-18
1326,台化,3986,47,177368,44.5000,44.4500,10401,44.5000,41261,2026-05-18
1337,再生-KY,355,6,1707,4.8200,4.8200,1862,5.0000,1000,2026-05-18
1338,廣華-KY,3,3,45,15.2500,15.2500,2021,16.0500,782,2026-05-18
1339,昭輝,,,,,40.3000,3359,,,2026-05-18
1340,勝悅-KY,773,12,4269,5.5300,5.5000,5337,5.5300,1100,2026-05-18
1341,富林-KY,17,3,1016,59.9000,59.9000,2083,61.2000,702,2026-05-18
1342,八貫,199,4,18546,93.2000,93.2000,2400,93.5000,2229,2026-05-18
1402,遠東新,2960,31,77842,26.3000,26.3000,19978,26.5000,12365,2026-05-18
1409,新纖,3888,32,65500,16.8500,16.8500,5876,16.9500,3170,2026-05-18
1410,南染,844,3,22576,26.7500,26.7500,11128,27.1000,755,2026-05-18
1413,宏洲,70,5,653,9.3600,9.3600,1427,9.4700,3919,2026-05-18
1414,東和,5,5,75,15.5000,15.5000,3676,15.6500,1685,2026-05-18
1416,廣豐,686,5,7612,11.1000,11.1000,5678,11.1500,2533,2026-05-18
1417,嘉裕,2031,18,16668,8.2100,8.2100,3142,8.2600,2407,2026-05-18
1418,東華,3,3,54,18.2000,18.2000,2556,18.3000,2793,2026-05-18
1419,新紡,148,2,9901,66.9000,66.9000,1173,67.2000,1140,2026-05-18
1423,利華,178,5,7260,40.8000,40.8000,2356,41.1000,1840,2026-05-18
1432,大魯閣,499,27,8177,16.4000,16.4000,3060,16.4500,136,2026-05-18
1434,福懋,1389,15,21107,15.2000,15.2000,3345,15.2500,1298,2026-05-18
1436,華友聯,663,8,30661,46.2500,46.2500,2776,46.3500,1135,2026-05-18
1437,勤益控,88,2,2481,28.2000,28.1500,1470,28.2000,2348,2026-05-18
1438,三地開發,,,,,20.3500,2740,20.5000,1352,2026-05-18
1439,雋揚,711,2,17810,25.0500,25.0500,653,28.1500,759,2026-05-18
1440,南紡,1160,21,13335,11.5000,11.5000,31337,11.6500,3445,2026-05-18
1441,大東,1000,12,9615,9.6200,9.6200,10579,9.8200,4208,2026-05-18
1442,名軒,1574,12,41863,26.6000,26.5500,830,26.6000,627,2026-05-18
1443,立益物流,207,3,5402,26.1000,26.1000,1012,26.2000,2754,2026-05-18
1444,力麗,4123,27,23906,5.8000,5.8000,3828,5.8100,2864,2026-05-18
1445,大宇,1281,10,14408,11.2500,11.2500,1456,12.5000,2,2026-05-18
1446,宏和,121,2,1832,15.1500,15.1500,903,16.3000,10,2026-05-18
1447,力鵬,430,13,2273,5.3100,5.3000,6249,5.3100,2019,2026-05-18
1449,佳和,95,22,1166,12.4000,12.3000,3869,12.4000,1877,2026-05-18
1451,年興,125,2,2125,17.0000,17.0000,3810,17.1000,2275,2026-05-18
1452,宏益,58,5,628,10.9000,10.9000,1118,10.9500,554,2026-05-18
1453,大將,1000,12,11344,11.3500,11.3500,8510,11.4000,2091,2026-05-18
1454,台富,213,7,2743,12.9000,12.8000,839,12.9000,789,2026-05-18
1455,集盛,551,16,4361,7.9400,7.9400,3372,8.1600,2484,2026-05-18
1456,怡華,200,2,2610,13.0500,13.0000,2106,13.0500,2044,2026-05-18
1457,宜進,281,7,3934,14.0000,13.9500,3446,14.0000,1822,2026-05-18
1459,聯發,331,3,3888,11.7500,11.7500,2643,11.8000,1994,2026-05-18
1460,宏遠,2695,11,18915,7.0200,7.0100,5939,7.0200,2592,2026-05-18
1463,強盛新,200,4,3567,17.8500,17.7500,2752,17.8500,1497,2026-05-18
1464,得力,983,9,9877,10.0500,10.0500,3306,10.1000,4334,2026-05-18
1465,偉全,,,,,11.9500,2374,13.0000,3,2026-05-18
1466,聚隆,4,4,56,14.3000,14.3000,1562,14.4500,511,2026-05-18
1467,南緯,226,6,1606,7.1100,7.1100,2246,7.1400,1104,2026-05-18
1468,昶和,,,,,11.9000,599,12.1500,376,2026-05-18
1470,大統新創,100,2,2164,21.6500,21.4500,1492,21.6500,1072,2026-05-18
1471,首利,229,13,2385,10.4500,10.4500,3087,,,2026-05-18
1472,三洋實業,7,1,623,89.1000,89.1000,3491,89.9000,1342,2026-05-18
1473,台南,170,5,3467,20.4000,20.3000,2054,20.4000,142,2026-05-18
1474,弘裕,,,,,9.9700,3628,10.7000,104,2026-05-18
1475,業旺,19,1,507,26.7000,26.7000,907,,,2026-05-18
1476,儒鴻,415,16,141515,341.0000,340.0000,3427,341.0000,1246,2026-05-18
1477,聚陽,1694,34,370134,218.5000,218.0000,7001,218.5000,5389,2026-05-18
1503,士電,1850,44,352419,190.5000,190.5000,8679,191.0000,2910,2026-05-18
1504,東元,4145,51,288892,69.7000,69.7000,21366,70.0000,917,2026-05-18
1506,正道,3,3,30,10.1000,10.1000,3812,10.2000,1348,2026-05-18
1512,瑞利,89,1,614,6.9100,6.9100,1585,6.9900,961,2026-05-18
1513,中興電,2127,43,321177,151.0000,151.0000,17598,151.5000,5428,2026-05-18
1514,亞力,2149,42,250350,116.5000,116.5000,6359,117.0000,1263,2026-05-18
1515,力山,3,3,66,22.4000,22.4000,863,22.5500,1938,2026-05-18
1516,川飛,118,6,2569,21.8000,21.8000,1949,21.9000,1932,2026-05-18
1517,利奇,5,4,50,10.1000,10.1000,2645,10.1500,1576,2026-05-18
1519,華城,4899,163,4056372,828.0000,827.0000,11061,828.0000,1303,2026-05-18
1521,大億,3,3,72,24.2500,24.2500,1724,24.6000,1174,2026-05-18
1522,堤維西,,,,,29.7500,3670,,,2026-05-18
1522A,堤維西甲特,,,,,50.0000,1543,50.2000,1115,2026-05-18
1524,耿鼎,263,6,7583,28.8500,28.8500,3546,31.6500,78,2026-05-18
1525,江申,,,,,58.9000,1938,59.9000,908,2026-05-18
1526,日馳,166,5,2453,14.8000,14.8000,1380,14.8500,1352,2026-05-18
1527,鑽全,86,7,2762,32.1500,32.1000,2805,32.1500,1719,2026-05-18
1528,恩德,1262,16,31800,25.2000,25.2000,3722,27.5000,104,2026-05-18
1529,樂事綠能,300,6,6012,20.0500,20.0500,2380,20.1000,995,2026-05-18
1530,亞崴,756,5,20108,26.6000,26.6000,1417,26.7500,1121,2026-05-18
1531,高林股,,,,,12.5500,1970,12.7000,621,2026-05-18
1532,勤美,503,8,10182,20.2500,20.2500,4734,20.4500,1250,2026-05-18
1533,車王電,51,2,1769,34.7000,34.7000,2633,34.9500,437,2026-05-18
1535,中宇,,,,,49.3500,2233,52.0000,387,2026-05-18
1536,和大,276,13,14183,51.4000,51.4000,9290,51.7000,30802,2026-05-18
1537,廣隆,,,,,125.5000,1605,126.0000,912,2026-05-18
1538,正峰,2,1,24,12.3000,12.3000,2696,12.4500,328,2026-05-18
1539,巨庭,,,,,15.5500,820,,,2026-05-18
1540,喬福,5,4,101,20.6500,20.6500,1031,20.7000,500,2026-05-18
1541,錩泰,10,1,213,21.3000,21.2000,703,21.3000,635,2026-05-18
1558,伸興,594,8,53338,89.8000,89.8000,3286,89.9000,650,2026-05-18
1560,中砂,1620,56,1036800,640.0000,640.0000,5869,641.0000,2074,2026-05-18
1563,巧新,593,4,29500,49.7500,45.4000,2295,49.7500,3424,2026-05-18
1568,倉佑,60,1,1719,28.6500,28.6500,697,28.7500,741,2026-05-18
1582,信錦,1349,28,134087,99.4000,99.4000,3585,99.5000,2512,2026-05-18
1583,程泰,60,3,2903,48.4000,48.3500,1548,48.4000,999,2026-05-18
1587,吉茂,523,6,14955,28.6000,28.5000,2207,28.6000,377,2026-05-18
1590,亞德客-KY,564,20,831900,1475.0000,1470.0000,1226,1475.0000,2792,2026-05-18
1597,直得,1482,20,266760,180.0000,180.0000,4799,180.5000,278,2026-05-18
1598,岱宇,,,,,20.1000,1119,20.1500,3155,2026-05-18
1603,華電,491,10,14751,30.0500,30.0500,2925,30.1000,515,2026-05-18
1604,聲寶,1286,15,29315,22.8000,22.7500,1790,22.8000,1788,2026-05-18
1605,華新,8691,72,303288,34.9000,34.9000,18174,34.9500,9709,2026-05-18
1608,華榮,1827,24,58274,31.9000,31.9000,12874,32.8500,9472,2026-05-18
1609,大亞,5667,39,190673,33.6500,33.6500,21139,33.8500,9802,2026-05-18
1611,中電,947,21,10457,11.0500,11.0500,6867,11.1000,637,2026-05-18
1612,宏泰,100,4,3578,35.8000,35.8000,2320,36.0000,999,2026-05-18
1614,三洋電,,,,,31.0000,655,31.9500,540,2026-05-18
1615,大山,100,1,4320,43.2000,43.1000,3517,43.2000,641,2026-05-18
1616,億泰,74,2,1561,21.1000,21.1000,2883,21.3000,1746,2026-05-18
1617,榮星,15,1,225,15.0000,14.5000,1954,15.0000,1168,2026-05-18
1618,合機,58,2,2215,38.2000,38.1500,1380,38.2000,37,2026-05-18
1623,大東電,205,6,47355,231.0000,231.0000,721,235.5000,11,2026-05-18
1626,艾美特-KY,,,,,10.0000,2058,10.2000,1797,2026-05-18
1702,南僑,1101,21,36218,32.9000,32.9000,3692,33.0000,259,2026-05-18
1707,葡萄王,436,19,47088,108.0000,107.5000,4626,108.0000,813,2026-05-18
1708,東鹼,1133,15,44862,39.6000,39.5000,1879,39.6000,1235,2026-05-18
1709,和益,545,6,9917,18.2000,18.1500,3276,18.2000,2350,2026-05-18
1710,東聯,1053,36,12145,11.5500,11.5500,2485,11.7500,1185,2026-05-18
1711,永光,10154,62,505656,49.8000,49.8000,70762,50.5000,3030,2026-05-18
1712,興農,556,12,22821,41.0500,41.0500,4370,41.6500,282,2026-05-18
1713,國化,673,2,32034,47.6000,47.6000,4824,48.0000,1936,2026-05-18
1714,和桐,1332,12,13059,9.8100,9.8100,3628,9.8300,1466,2026-05-18
1717,長興,5873,62,462188,78.7000,78.7000,11148,79.0000,6887,2026-05-18
1718,中纖,2350,28,14931,6.3600,6.3600,5974,6.3800,4559,2026-05-18
1720,生達,433,5,26586,61.4000,61.3000,1538,61.4000,2650,2026-05-18
1721,三晃,2647,26,83372,31.5000,31.5000,3229,31.6000,746,2026-05-18
1722,台肥,1549,26,70936,45.8000,45.8000,14759,45.8500,12574,2026-05-18
1723,中碳,288,8,22863,79.4000,79.3000,1735,79.4000,501,2026-05-18
1725,元禎,,,,,31.0000,3535,31.1000,90,2026-05-18
1726,永記,,,,,76.3000,4497,76.8000,233,2026-05-18
1727,中華化,1540,18,134592,87.4000,87.4000,184751,,,2026-05-18
1730,花仙子,,,,,52.7000,1565,52.8000,410,2026-05-18
1731,美吾華,326,7,7023,21.5500,21.5500,1654,21.6000,318,2026-05-18
1732,毛寶,4,4,104,26.0500,26.0500,1894,26.2500,231,2026-05-18
1733,五鼎,51,2,1466,28.7500,28.7000,1612,28.7500,891,2026-05-18
1734,杏輝,581,9,17804,30.6500,30.6500,1901,30.7000,1333,2026-05-18
1735,日勝化,,,,,25.9000,599,26.1500,25,2026-05-18
1736,喬山,130,5,15340,118.0000,118.0000,2718,118.5000,1126,2026-05-18
1737,臺鹽,740,25,23113,31.2500,31.2500,2435,31.4000,2269,2026-05-18
1752,南光,120,4,3952,32.9500,32.9000,1797,32.9500,729,2026-05-18
1760,寶齡富錦,432,8,26784,62.0000,62.0000,3451,63.4000,876,2026-05-18
1762,中化生,606,17,21631,35.7000,35.7000,1855,35.8500,326,2026-05-18
1773,勝一,40,4,7018,175.5000,175.5000,2766,176.5000,654,2026-05-18
1776,展宇,872,4,16480,18.9000,18.9000,1507,19.1000,1397,2026-05-18
1783,和康生,1,1,39,39.2000,39.2000,1892,39.3000,620,2026-05-18
1786,科妍,679,5,38430,56.6000,56.6000,2500,,,2026-05-18
1789,神隆,1060,9,20140,19.0000,19.0000,1683,19.2000,192,2026-05-18
1795,美時,3387,47,657078,194.0000,193.5000,7134,194.0000,3899,2026-05-18
1802,台玻,10080,127,657188,65.2000,65.2000,39213,65.3000,3725,2026-05-18
1805,寶徠,288,1,2894,10.0500,10.0500,3063,10.2000,1838,2026-05-18
1806,冠軍,400,5,3218,8.0500,8.0500,4971,8.1200,900,2026-05-18
1808,潤隆,1400,12,40739,29.1000,29.0500,4758,29.1000,4970,2026-05-18
1809,中釉,1404,22,54188,38.6000,38.6000,3063,38.6500,1101,2026-05-18
1810,和成,1820,4,33941,18.6500,18.6500,2668,18.8000,1328,2026-05-18
1817,凱撒衛,39,3,1547,39.7000,39.4000,2098,39.7000,626,2026-05-18
1903,士紙,1,1,48,48.1500,48.1500,1512,48.2500,365,2026-05-18
1904,正隆,2991,49,60549,20.2500,20.2500,24323,20.3000,20828,2026-05-18
1905,華紙,1077,17,12924,12.0000,12.0000,28060,12.0500,12127,2026-05-18
1906,寶隆,110,2,1182,10.7500,10.7500,1143,,,2026-05-18
1907,永豐餘,2447,19,61175,25.0000,24.8500,16296,25.0000,14274,2026-05-18
1909,榮成,1387,8,12564,9.0600,9.0600,37989,9.0700,34539,2026-05-18
2002,中鋼,20124,185,366208,18.2000,18.2000,63397,18.2500,56349,2026-05-18
2002A,中鋼特,100,1,3880,38.8000,38.6000,769,38.8000,1017,2026-05-18
2006,東和鋼鐵,1089,10,72196,66.3000,66.2000,12226,66.3000,7262,2026-05-18
2007,燁興,869,11,6060,6.9800,6.9600,3812,6.9800,2325,2026-05-18
2008,高興昌,200,2,5480,27.4000,27.3500,1467,27.4000,1532,2026-05-18
2009,第一銅,367,9,14313,39.0000,38.9500,2364,39.0000,338,2026-05-18
2010,春源,2727,23,61757,22.6500,22.6500,1685,22.8500,2023,2026-05-18
2012,春雨,880,21,12924,14.7000,14.7000,1195,14.8500,912,2026-05-18
2013,中鋼構,373,9,15700,42.1000,42.1000,2016,42.2000,167,2026-05-18
2014,中鴻,591,16,10279,17.4000,17.4000,21593,17.4500,916,2026-05-18
2015,豐興,60,2,3755,62.6000,62.6000,2106,62.8000,245,2026-05-18
2017,官田鋼,1209,14,10259,8.4900,8.4900,3420,8.5300,3138,2026-05-18
2020,美亞,1400,14,30514,21.8000,21.6000,5011,21.8000,2687,2026-05-18
2022,聚亨,2608,28,19858,7.6200,7.6200,3658,7.6400,1931,2026-05-18
2023,燁輝,5887,36,80636,13.7000,13.7000,3868,13.7500,6437,2026-05-18
2024,志聯,705,7,9374,13.3000,13.1000,1837,13.3000,759,2026-05-18
2025,千興,236,8,2746,11.6500,11.6000,3788,11.6500,2898,2026-05-18
2027,大成鋼,8471,50,335853,39.6500,39.6500,21619,39.7000,28368,2026-05-18
2028,威致,3,3,48,16.2000,16.2000,2794,16.3000,1120,2026-05-18
2029,盛餘,,,,,20.0000,1721,20.1500,1087,2026-05-18
2030,彰源,510,7,8770,17.2000,17.2000,2429,17.3000,4407,2026-05-18
2031,新光鋼,501,7,19336,38.6000,38.6000,5466,38.7500,1140,2026-05-18
2032,新鋼,810,3,13324,16.4500,16.4500,2789,16.5500,2144,2026-05-18
2033,佳大,100,1,1490,14.9000,14.8500,1807,14.9000,668,2026-05-18
2034,允強,1877,11,37163,19.8000,19.8000,945,20.1500,1317,2026-05-18
2038,海光,500,8,6648,13.3000,13.3000,3248,13.3500,1031,2026-05-18
2049,上銀,3720,90,1456361,391.5000,391.5000,3473,392.0000,11330,2026-05-18
2059,川湖,712,70,3453200,4850.0000,4845.0000,1176,4850.0000,719,2026-05-18
2062,橋椿,293,2,6049,20.6500,20.6500,1122,20.9500,999,2026-05-18
2069,運錩,12,2,235,19.6500,19.6500,527,19.7500,896,2026-05-18
2072,世紀風電,150,2,26850,179.0000,179.0000,1922,179.5000,1222,2026-05-18
2101,南港,4942,43,153202,31.0000,31.0000,3914,31.1500,5671,2026-05-18
2102,泰豐,1459,44,26464,18.1500,18.1500,1015,18.2000,2872,2026-05-18
2103,台橡,1938,19,40110,20.7000,20.6500,6132,20.7000,3149,2026-05-18
2104,國際中橡,1089,16,10642,9.7800,9.7800,4857,9.7900,2419,2026-05-18
2105,正新,2365,32,76615,32.4000,32.2500,17091,32.4000,10821,2026-05-18
2106,建大,2211,48,37015,16.7500,16.7000,2519,16.7500,1116,2026-05-18
2107,厚生,1313,9,33085,25.2000,25.2000,2009,25.3000,1295,2026-05-18
2108,南帝,503,6,13581,27.0000,27.0000,763,27.0500,2491,2026-05-18
2109,華豐,99,7,1389,14.0500,14.0000,1160,14.0500,577,2026-05-18
2114,鑫永銓,341,2,30144,88.4000,87.6000,2160,88.4000,1926,2026-05-18
2115,六暉-KY,1,1,20,20.0000,20.0000,1048,21.2000,208,2026-05-18
2201,裕隆,2134,27,57286,26.8500,26.8000,13663,26.8500,13857,2026-05-18
2204,中華,663,22,34536,52.1000,52.1000,3186,52.5000,1483,2026-05-18
2206,三陽工業,824,8,48285,58.6000,58.5000,2160,58.6000,1272,2026-05-18
2207,和泰車,557,10,263461,473.0000,471.5000,2200,473.0000,1697,2026-05-18
2208,台船,3483,29,67040,19.2500,19.2500,6406,19.4000,1126,2026-05-18
2211,長榮鋼,999,16,93802,93.9000,93.9000,2419,94.2000,1381,2026-05-18
2227,裕日車,20,1,994,49.7000,49.7000,2512,51.3000,368,2026-05-18
2228,劍麟,,,,,82.5000,3092,85.0000,325,2026-05-18
2231,為升,583,10,61798,106.0000,106.0000,6568,107.0000,751,2026-05-18
2233,宇隆,227,13,67192,296.0000,296.0000,3875,304.0000,1754,2026-05-18
2236,百達-KY,201,4,26934,134.0000,133.5000,1958,134.0000,203,2026-05-18
2239,英利-KY,130,4,2756,21.2000,21.2000,2044,21.5000,808,2026-05-18
2241,艾姆勒,1046,10,35666,34.1000,34.1000,3022,36.0500,50,2026-05-18
2243,宏旭-KY,,,,,21.2000,1222,21.3000,1284,2026-05-18
2247,汎德永業,100,1,20900,209.0000,208.0000,2554,209.0000,1405,2026-05-18
2248,華勝-KY,,,,,54.0000,1648,54.3000,122,2026-05-18
2250,IKKA-KY,,,,,62.0000,2079,62.2000,517,2026-05-18
2254,巨鎧精密-創,,,,,56.2000,1798,58.6000,331,2026-05-18
2258,鴻華先進-創,,,,,27.9500,4281,,,2026-05-18
2301,光寶科,13105,217,2686525,205.0000,204.5000,17584,205.0000,8396,2026-05-18
2302,麗正,1558,10,38636,24.8000,24.8000,2000,25.0000,923,2026-05-18
2303,聯電,112830,872,12241921,108.5000,108.0000,9873,108.5000,193984,2026-05-18
2305,全友,473,6,7732,16.3500,16.3500,2042,16.4000,148,2026-05-18
2308,台達電,21059,1095,44118605,2095.0000,2095.0000,57844,2100.0000,2601,2026-05-18
2312,金寶,2541,42,70874,27.9000,27.9000,17515,27.9500,12362,2026-05-18
2313,華通,19952,319,4708672,236.0000,236.0000,38391,236.5000,5929,2026-05-18
2314,台揚,2943,22,36192,12.3000,12.2000,4659,12.3000,3136,2026-05-18
2316,楠梓電,2468,50,320840,130.0000,129.5000,4737,130.0000,5650,2026-05-18
2317,鴻海,42302,594,10490896,248.0000,248.0000,23822,248.5000,63285,2026-05-18
