Code,Name,TradeVolume,Transaction,TradeValue,TradePrice,BidVolume,AskVolume,date
060635,楠梓電元大59購03,,,,1.13,,,2026-05-18
060636,台積電元大59購28,,,,1.60,,,2026-05-18
060637,台積電元大59購29,,,,1.54,,,2026-05-18
060638,台積電元大59購30,,,,1.58,,,2026-05-18
060640,創見元大59購07,,,,1.45,,,2026-05-18
060641,長榮元大59購12,,,,0.60,,,2026-05-18
060642,長榮元大59購13,,,,0.80,,,2026-05-18
060643,長榮元大59購14,,,,0.34,,,2026-05-18
060644,新興元大59購04,,,,0.29,,,2026-05-18
060646,奇鋐元大59購26,,,,1.45,,,2026-05-18
060647,新日興元大59購02,,,,0.60,,,2026-05-18
060648,新日興元大59購03,,,,0.81,,,2026-05-18
060649,牧德元大59購11,,,,2.35,,,2026-05-18
060650,辛耘元大5C購01,,,,6.55,,,2026-05-18
060651,貿聯元大59購17,,,,1.55,,,2026-05-18
060652,貿聯元大59購18,,,,1.65,,,2026-05-18
060653,貿聯元大59購19,,,,1.01,,,2026-05-18
060654,貿聯元大59購20,,,,1.61,,,2026-05-18
060655,貿聯元大59購21,,,,1.59,,,2026-05-18
060660,佳必琪元大59購03,,,,1.63,,,2026-05-18
060661,佳必琪元大63購01,,,,1.27,,,2026-05-18
060662,聯茂元大59購18,,,,4.50,,,2026-05-18
060663,聯茂元大63購02,,,,2.83,,,2026-05-18
060665,訊芯元大59購07,,,,6.75,,,2026-05-18
060666,GIS元大5C購01,,,,1.72,,,2026-05-18
060667,緯穎元大59購15,,,,4.59,,,2026-05-18
060668,惠特元大59購04,,,,1.67,,,2026-05-18
060669,三集瑞元大59購03,,,,0.32,,,2026-05-18
060670,兆聯元大59購02,,,,1.22,,,2026-05-18
060672,勤誠元大59購11,,,,2.50,,,2026-05-18
060673,富鼎元大59購03,,,,1.07,,,2026-05-18
060676,京元電中信63購02,,,,0.46,,,2026-05-18
060677,嘉澤中信59購03,,,,0.78,,,2026-05-18
060678,世芯中信5A購03,,,,0.94,,,2026-05-18
060680,日月光中信59購03,,,,1.89,,,2026-05-18
060681,矽力中信5C購01,,,,1.76,,,2026-05-18
060683,勤誠中信59購01,,,,2.35,,,2026-05-18
060684,永光永豐5C購01,,,,1.18,,,2026-05-18
060685,美時永豐59購04,,,,0.28,,,2026-05-18
060686,大成鋼永豐5A購01,,,,3.01,,,2026-05-18
060687,仁寶永豐5A購01,,,,1.07,,,2026-05-18
060688,台積電永豐5C購13,,,,3.78,,,2026-05-18
060689,智邦永豐5C購02,,,,2.80,,,2026-05-18
060690,敬鵬永豐5A購01,,,,1.25,,,2026-05-18
060691,英業達永豐5A購01,,,,3.52,,,2026-05-18
060692,菱生永豐5A購01,,,,0.95,,,2026-05-18
060693,微星永豐59購02,,,,1.66,,,2026-05-18
060695,偉詮電永豐5C購01,,,,0.57,,,2026-05-18
060696,鉅祥永豐59購01,,,,2.36,,,2026-05-18
060697,強茂永豐5C購01,,,,1.29,,,2026-05-18
060698,宏達電永豐5A購01,,,,2.16,,,2026-05-18
060699,奇鋐永豐5B購05,,,,1.90,,,2026-05-18
060700,亞光永豐5B購01,,,,1.15,,,2026-05-18
060704,定穎控永豐5B購02,,,,1.01,,,2026-05-18
060707,眾達永豐63購01,,,,0.90,,,2026-05-18
060708,亞翔永豐5C購02,,,,2.06,,,2026-05-18
060709,康舒永豐5B購02,,,,0.61,,,2026-05-18
060711,保瑞永豐5A購01,,,,0.17,,,2026-05-18
060713,緯穎永豐61購01,,,,4.15,,,2026-05-18
060714,志強永豐59購01,,,,0.30,,,2026-05-18
060715,兆聯永豐61購01,,,,2.22,,,2026-05-18
060716,富鼎永豐59購01,,,,1.17,,,2026-05-18
060717,華泰兆豐63購01,,,,1.53,,,2026-05-18
060718,華碩兆豐5B購01,,,,0.95,,,2026-05-18
060721,美時富邦5B購03,,,,0.49,,,2026-05-18
060722,美時富邦5B購04,,,,0.47,,,2026-05-18
060723,建準富邦5B購01,,,,0.55,,,2026-05-18
060724,建準富邦5C購01,,,,0.53,,,2026-05-18
060727,盟立富邦5C購01,,,,1.83,,,2026-05-18
060728,強茂富邦61購01,,,,1.00,,,2026-05-18
060729,長榮富邦5B購02,,,,0.46,,,2026-05-18
060730,陽明富邦5B購02,,,,0.30,,,2026-05-18
060731,奇鋐富邦5C購04,,,,1.47,,,2026-05-18
060732,昇貿富邦5B購01,,,,1.15,,,2026-05-18
060734,定穎控富邦5C購02,,,,0.82,,,2026-05-18
060735,材料富邦5B購01,,,,0.56,,,2026-05-18
060739,旭隼富邦5B購02,,,,0.67,,,2026-05-18
060741,訊芯富邦5C購01,,,,3.99,,,2026-05-18
060742,台塑化富邦5C購01,,,,0.67,,,2026-05-18
060743,惠特富邦5C購01,,,,1.06,,,2026-05-18
060744,AES富邦5B購02,,,,1.40,,,2026-05-18
060745,台灣50凱基5A購07,,,,4.41,,,2026-05-18
060750,永光凱基5C購01,,,,2.76,,,2026-05-18
060751,美時凱基59購04,,,,0.61,,,2026-05-18
060752,楠梓電凱基59購01,,,,1.95,,,2026-05-18
060753,華泰凱基59購03,,,,1.46,,,2026-05-18
060755,台積電凱基5A購08,,,,3.33,,,2026-05-18
060756,敬鵬凱基5A購01,,,,1.43,,,2026-05-18
060757,京元電凱基59購05,,,,1.37,,,2026-05-18
060758,創見凱基59購08,,,,1.31,,,2026-05-18
060759,華新科凱基59購02,,,,4.33,,,2026-05-18
060761,華航凱基59購01,,,,0.88,,,2026-05-18
060764,聯詠凱基59購05,,,,6.30,,,2026-05-18
060765,文曄凱基59購03,,,,1.50,,,2026-05-18
060767,嘉澤凱基5A購04,,,,2.14,,,2026-05-18
060768,世芯凱基5A購01,,,,5.20,,,2026-05-18
060769,大聯大凱基59購01,,,,1.31,,,2026-05-18
060770,日月光凱基59購08,,,,5.85,,,2026-05-18
060771,定穎控凱基61購06,,,,1.47,,,2026-05-18
060772,新唐凱基5C購01,,,,5.10,,,2026-05-18
060774,矽力凱基59購04,,,,6.25,,,2026-05-18
060775,迅得凱基59購01,,,,1.63,,,2026-05-18
060776,訊芯凱基59購02,,,,9.50,,,2026-05-18
060778,緯穎凱基5C購05,,,,4.22,,,2026-05-18
060780,昇陽半凱基59購03,,,,6.40,,,2026-05-18
060781,宏全凱基59購01,,,,1.10,,,2026-05-18
060785,京元電國泰5A購03,,,,1.00,,,2026-05-18
060786,華新科國泰5A購01,,,,4.77,,,2026-05-18
060787,新興國泰5A購03,,,,0.74,,,2026-05-18
060789,永光元富59購02,,,,3.00,,,2026-05-18
060790,永光元富59購03,,,,3.00,,,2026-05-18
060793,鴻海元富59購07,,,,7.70,,,2026-05-18
060794,國巨元富59購05,,,,7.60,,,2026-05-18
060795,國巨元富59購06,,,,12.80,,,2026-05-18
060796,國巨元富63購01,,,,7.00,,,2026-05-18
060797,京元電元富63購01,,,,3.34,,,2026-05-18
060798,創見元富59購03,,,,2.37,,,2026-05-18
060799,創見元富59購04,,,,1.83,,,2026-05-18
060800,創見元富59購05,,,,1.23,,,2026-05-18
060801,強茂元富59購01,,,,1.59,,,2026-05-18
060802,強茂元富59購02,,,,5.85,,,2026-05-18
060803,新日興元富59購01,,,,1.11,,,2026-05-18
060804,牧德元富59購02,,,,4.16,,,2026-05-18
060806,定穎控元富59購06,,,,0.96,,,2026-05-18
060808,力成元富59購03,,,,4.78,,,2026-05-18
060809,啟碁元富59購05,,,,23.00,,,2026-05-18
06080U,南電群益57售03,,,,0.08,,,2026-05-18
060812,訊芯元富59購02,,,,8.80,,,2026-05-18
060815,意騰元富59購01,,,,1.81,,,2026-05-18
060818,元油反群益59購01,,,,0.33,,,2026-05-18
060819,元油反群益63購03,,,,0.72,,,2026-05-18
060822,仁寶群益59購02,,,,0.52,,,2026-05-18
060825,鴻準群益62購01,,,,1.11,,,2026-05-18
060826,大同群益59購01,,,,1.48,,,2026-05-18
060828,京元電群益5B購01,,,,0.80,,,2026-05-18
060829,創見群益5B購01,,,,2.18,,,2026-05-18
060833,嘉澤群益59購07,,,,2.06,,,2026-05-18
060834,牧德群益5B購02,,,,2.17,,,2026-05-18
060835,貿聯群益59購08,,,,4.88,,,2026-05-18
060838,佳必琪群益61購02,,,,1.74,,,2026-05-18
060839,聯茂群益59購04,,,,9.30,,,2026-05-18
060841,啟碁群益59購08,,,,6.90,,,2026-05-18
060842,訊芯群益59購05,,,,5.85,,,2026-05-18
060843,訊芯群益59購06,,,,8.60,,,2026-05-18
060847,香港2X元大5A購01,,,,1.12,,,2026-05-18
060849,南亞元大59購22,,,,0.46,,,2026-05-18
060850,永光元大59購05,,,,2.22,,,2026-05-18
060851,永光元大59購06,,,,1.81,,,2026-05-18
060853,永光元大5B購01,,,,1.23,,,2026-05-18
060854,美時元大59購07,,,,0.61,,,2026-05-18
060855,美時元大5C購02,,,,0.51,,,2026-05-18
060856,鴻海元大59購13,,,,1.81,,,2026-05-18
060857,台積電元大59購32,,,,1.65,,,2026-05-18
060858,台積電元大5A購09,,,,1.65,,,2026-05-18
060859,智邦元大59購07,,,,3.83,,,2026-05-18
060860,智邦元大59購08,,,,3.52,,,2026-05-18
060862,技嘉元大63購01,,,,3.18,,,2026-05-18
060863,漢唐元大59購05,,,,0.59,,,2026-05-18
060866,奇鋐元大59購28,,,,1.84,,,2026-05-18
060869,文曄元大59購02,,,,1.20,,,2026-05-18
060870,貿聯元大59購22,,,,1.86,,,2026-05-18
060871,貿聯元大59購23,,,,1.55,,,2026-05-18
060872,貿聯元大59購24,,,,1.66,,,2026-05-18
060873,大聯大元大59購02,,,,1.39,,,2026-05-18
060874,日月光元大59購23,,,,3.92,,,2026-05-18
060875,日月光元大5B購02,,,,3.36,,,2026-05-18
060876,定穎控元大5C購02,,,,0.58,,,2026-05-18
060877,康普元大59購01,,,,1.51,,,2026-05-18
060878,佳必琪元大59購04,,,,1.68,,,2026-05-18
060879,佳必琪元大63購02,,,,1.05,,,2026-05-18
060885,訊芯元大59購13,,,,4.09,,,2026-05-18
060886,訊芯元大59購14,,,,4.15,,,2026-05-18
060887,訊芯元大5C購01,,,,3.05,,,2026-05-18
060888,GIS元大59購02,,,,1.87,,,2026-05-18
060890,采鈺元大59購07,,,,3.57,,,2026-05-18
060891,天虹元大59購02,,,,0.61,,,2026-05-18
060892,南茂元大59購10,,,,3.08,,,2026-05-18
060893,南茂元大5C購02,,,,2.30,,,2026-05-18
060894,敬鵬國泰5A購01,,,,2.33,,,2026-05-18
060896,亞聚國票5A購02,,,,0.25,,,2026-05-18
060899,智邦國票69購01,,,,3.11,,,2026-05-18
060900,敬鵬國票5A購01,,,,1.24,,,2026-05-18
060902,大毅國票59購01,,,,2.00,,,2026-05-18
060904,奇鋐國票61購01,,,,1.87,,,2026-05-18
060905,益登國票5A購01,,,,3.47,,,2026-05-18
060906,嘉澤國票65購01,,,,2.15,,,2026-05-18
060907,牧德國票5A購06,,,,2.50,,,2026-05-18
060908,大聯大國票5A購02,,,,1.60,,,2026-05-18
060909,定穎控國票5B購01,,,,0.62,,,2026-05-18
060911,康普國票5A購03,,,,2.57,,,2026-05-18
060912,雙鍵國票5A購02,,,,5.85,,,2026-05-18
060914,眾達國票59購03,,,,2.07,,,2026-05-18
060915,亞翔國票5A購01,,,,2.79,,,2026-05-18
060916,迅得國票59購01,,,,1.07,,,2026-05-18
060922,中興電富邦5A購01,,,,0.56,,,2026-05-18
060925,中信金富邦5B購01,,,,0.73,,,2026-05-18
060926,德律富邦5C購02,,,,2.13,,,2026-05-18
060927,緯創富邦5C購04,,,,0.66,,,2026-05-18
060929,日月光富邦61購03,,,,2.31,,,2026-05-18
060930,力成富邦63購01,,,,0.88,,,2026-05-18
060931,緯穎富邦5B購01,,,,2.49,,,2026-05-18
060935,敬鵬中信59購01,,,,0.54,,,2026-05-18
060936,奇鋐中信59購06,,,,0.74,,,2026-05-18
060937,台勝科中信59購02,,,,1.22,,,2026-05-18
060938,牧德中信59購01,,,,0.88,,,2026-05-18
060939,辛耘中信59購01,,,,4.73,,,2026-05-18
060940,定穎控中信61購01,,,,0.41,,,2026-05-18
060942,南亞永豐5C購01,,,,2.24,,,2026-05-18
060943,創見永豐61購02,,,,1.36,,,2026-05-18
060944,普安永豐5B購01,,,,1.21,,,2026-05-18
060946,奇鋐永豐59購06,,,,1.14,,,2026-05-18
060947,奇鋐永豐63購04,,,,1.79,,,2026-05-18
060948,奇鋐永豐63購05,,,,1.24,,,2026-05-18
06094U,晶豪科國票56售01,,,,0.24,,,2026-05-18
060951,嘉澤永豐5C購01,,,,2.64,,,2026-05-18
060952,辛耘永豐5B購01,,,,15.60,,,2026-05-18
060953,定穎控永豐61購01,,,,1.49,,,2026-05-18
060954,材料永豐59購02,,,,1.15,,,2026-05-18
060955,正文永豐59購01,,,,1.48,,,2026-05-18
060957,眾達永豐5B購02,,,,1.67,,,2026-05-18
060958,力成永豐5C購01,,,,3.06,,,2026-05-18
060961,定穎控台新59購02,,,,1.03,,,2026-05-18
060967,台積電群益5C購08,,,,3.98,,,2026-05-18
060968,台積電群益61購04,,,,3.58,,,2026-05-18
060973,奇鋐群益61購01,,,,0.81,,,2026-05-18
060974,奇鋐群益63購02,,,,1.33,,,2026-05-18
060978,定穎控群益59購07,,,,0.81,,,2026-05-18
060979,定穎控群益59購08,,,,0.87,,,2026-05-18
060980,康普群益5A購01,,,,1.08,,,2026-05-18
060981,康普群益5A購02,,,,1.27,,,2026-05-18
060982,康普群益5A購03,,,,1.24,,,2026-05-18
060985,台積電凱基5A購09,,,,3.49,,,2026-05-18
060986,台積電凱基5B購10,,,,2.01,,,2026-05-18
060987,智邦凱基59購08,,,,5.55,,,2026-05-18
060989,宏碁凱基59購03,,,,1.54,,,2026-05-18
060990,技嘉凱基5A購02,,,,5.15,,,2026-05-18
060991,漢唐凱基59購04,,,,1.75,,,2026-05-18
060992,創見凱基5B購02,,,,2.07,,,2026-05-18
060994,晟銘電凱基59購03,,,,1.69,,,2026-05-18
060995,奇鋐凱基59購10,,,,1.63,,,2026-05-18
060997,威健凱基59購01,,,,3.80,,,2026-05-18
060999,牧德凱基5B購01,,,,2.27,,,2026-05-18
061000,貿聯凱基59購07,,,,2.57,,,2026-05-18
061001,定穎控凱基59購05,,,,0.81,,,2026-05-18
061003,新唐凱基59購04,,,,3.26,,,2026-05-18
061004,佳必琪凱基5C購01,,,,2.51,,,2026-05-18
061008,保瑞凱基5A購02,,,,0.54,,,2026-05-18
061009,緯穎凱基59購15,,,,5.40,,,2026-05-18
061011,天虹凱基59購01,,,,1.41,,,2026-05-18
061012,昇陽半凱基59購04,,,,4.80,,,2026-05-18
061014,元黃金元大5B購06,,,,1.14,,,2026-05-18
061015,元黃金元大5C購04,,,,1.38,,,2026-05-18
061016,香港2X元大5A購02,,,,1.37,,,2026-05-18
061021,楠梓電元大59購04,,,,1.12,,,2026-05-18
061022,楠梓電元大59購05,,,,1.34,,,2026-05-18
061024,鴻海元大59購15,,,,2.09,,,2026-05-18
061026,台積電元大5A購10,,,,1.51,,,2026-05-18
061028,智邦元大59購10,,,,2.28,,,2026-05-18
061031,敬鵬元大59購02,,,,0.98,,,2026-05-18
061032,菱生元大5C購01,,,,1.05,,,2026-05-18
061033,技嘉元大63購02,,,,3.31,,,2026-05-18
061036,建準元大59購08,,,,0.86,,,2026-05-18
061038,京元電元大59購08,,,,0.40,,,2026-05-18
061039,創見元大59購08,,,,1.50,,,2026-05-18
061040,創見元大59購09,,,,2.26,,,2026-05-18
061041,創見元大59購10,,,,1.71,,,2026-05-18
061042,創見元大59購11,,,,1.75,,,2026-05-18
061043,創見元大59購12,,,,2.01,,,2026-05-18
061044,創見元大59購13,,,,1.78,,,2026-05-18
061045,創見元大59購14,,,,1.69,,,2026-05-18
061046,創見元大59購15,,,,0.95,,,2026-05-18
061047,創見元大59購16,,,,0.75,,,2026-05-18
061048,創見元大59購17,,,,0.76,,,2026-05-18
061051,新興元大59購07,,,,0.32,,,2026-05-18
061053,京鼎元大59購02,,,,2.01,,,2026-05-18
061054,嘉澤元大59購09,,,,0.98,,,2026-05-18
061055,牧德元大59購12,,,,1.57,,,2026-05-18
061057,貿聯元大59購25,,,,2.08,,,2026-05-18
061058,定穎控元大59購06,,,,0.43,,,2026-05-18
061059,新唐元大59購05,,,,2.27,,,2026-05-18
061060,GIS元大59購03,,,,0.77,,,2026-05-18
061062,采鈺元大59購08,,,,3.15,,,2026-05-18
061063,臺股指元大5A購22,,,,4.92,,,2026-05-18
061067,SGBR2X中信63購04,,,,0.76,,,2026-05-18
061068,道瓊銀中信63購02,,,,0.95,,,2026-05-18
061070,世芯中信5C購03,,,,1.33,,,2026-05-18
061071,貿聯中信59購04,,,,0.71,,,2026-05-18
061075,威盛永豐5B購01,,,,3.51,,,2026-05-18
061076,立積永豐5B購01,,,,0.61,,,2026-05-18
061077,迅得永豐5A購01,,,,0.77,,,2026-05-18
061078,AES永豐63購01,,,,0.50,,,2026-05-18
061079,台積電國票59購11,,,,2.95,,,2026-05-18
061080,台積電國票5B購02,,,,3.13,,,2026-05-18
061082,菱生國票5A購03,,,,0.43,,,2026-05-18
061085,信邦國票5A購01,,,,1.20,,,2026-05-18
061086,威健國票5A購01,,,,2.06,,,2026-05-18
061087,貿聯國票61購01,,,,1.31,,,2026-05-18
061088,南寶國票59購01,,,,1.12,,,2026-05-18
061089,正文國票5B購01,,,,1.44,,,2026-05-18
061090,正文國票5B購02,,,,1.27,,,2026-05-18
061091,新唐國票61購01,,,,2.29,,,2026-05-18
061092,立積國票59購01,,,,0.93,,,2026-05-18
061093,亞翔國票59購02,,,,2.53,,,2026-05-18
061094,迅得國票59購02,,,,0.87,,,2026-05-18
061095,采鈺國票5A購01,,,,5.20,,,2026-05-18
061096,來億國票59購01,,,,0.78,,,2026-05-18
061099,華泰國泰5A購02,,,,1.16,,,2026-05-18
061100,漢唐國泰5A購02,,,,1.75,,,2026-05-18
061101,超豐國泰5A購01,,,,1.27,,,2026-05-18
061102,奇鋐國泰5A購03,,,,2.02,,,2026-05-18
061105,嘉澤國泰5A購03,,,,1.92,,,2026-05-18
061106,TPK國泰5A購01,,,,4.94,,,2026-05-18
061107,今國光國泰5A購01,,,,3.02,,,2026-05-18
061109,光寶科元富59購02,,,,3.00,,,2026-05-18
061112,元金2X凱基59購05,,,,1.45,,,2026-05-18
061114,道瓊銀凱基59購09,,,,2.27,,,2026-05-18
061118,楠梓電凱基59購02,,,,1.76,,,2026-05-18
061119,鴻海凱基59購05,,,,3.36,,,2026-05-18
061124,台積電凱基5B購11,,,,1.99,,,2026-05-18
061126,京元電凱基59購06,,,,1.18,,,2026-05-18
061127,華新科凱基59購03,,,,4.71,,,2026-05-18
061131,威健凱基59購02,,,,3.36,,,2026-05-18
061132,益登凱基59購01,,,,3.86,,,2026-05-18
061133,緯創凱基59購04,,,,1.40,,,2026-05-18
061135,京鼎凱基59購01,,,,1.86,,,2026-05-18
061137,嘉澤凱基59購05,,,,1.92,,,2026-05-18
061139,世芯凱基5A購02,,,,4.68,,,2026-05-18
061140,貿聯凱基5A購03,,,,1.60,,,2026-05-18
061141,和碩凱基59購01,,,,1.28,,,2026-05-18
061142,亞翔凱基59購05,,,,2.40,,,2026-05-18
061143,力成凱基5A購03,,,,2.53,,,2026-05-18
061144,康舒凱基61購01,,,,1.50,,,2026-05-18
061145,矽力凱基5A購01,,,,5.00,,,2026-05-18
061147,AES凱基59購05,,,,0.71,,,2026-05-18
061148,兆聯凱基59購03,,,,1.50,,,2026-05-18
061149,臺股指凱基5A購44,,,,3.82,,,2026-05-18
061151,智邦兆豐5B購03,,,,2.56,,,2026-05-18
061152,奇鋐兆豐5B購04,,,,1.37,,,2026-05-18
061153,道瓊銀富邦73購01,,,,0.85,,,2026-05-18
061154,川湖富邦66購01,,,,1.50,,,2026-05-18
061155,鴻海富邦59購06,,,,1.76,,,2026-05-18
061156,鴻海富邦73購01,,,,1.38,,,2026-05-18
061158,台積電富邦73購03,,,,1.56,,,2026-05-18
061159,聯發科富邦73購01,,,,3.46,,,2026-05-18
061160,威健富邦63購01,,,,1.07,,,2026-05-18
061161,緯創富邦73購01,,,,0.87,,,2026-05-18
061162,jpp富邦63購01,,,,1.17,,,2026-05-18
061164,FANG+元大59購01,,,,3.51,,,2026-05-18
061166,亞聚元大59購01,,,,0.38,,,2026-05-18
061168,長興元大63購01,,,,1.99,,,2026-05-18
061169,楠梓電元大59購06,,,,1.31,,,2026-05-18
061170,楠梓電元大59購07,,,,0.90,,,2026-05-18
061171,鴻海元大59購17,,,,2.00,,,2026-05-18
061172,鴻海元大59購18,,,,2.40,,,2026-05-18
061173,鴻海元大59購19,,,,2.20,,,2026-05-18
061174,鴻海元大59購20,,,,2.17,,,2026-05-18
061176,鴻海元大59購23,,,,2.31,,,2026-05-18
061180,鴻海元大59購27,,,,2.11,,,2026-05-18
061183,台積電元大63購09,,,,1.85,,,2026-05-18
061185,智邦元大59購14,,,,3.23,,,2026-05-18
061186,智邦元大59購15,,,,3.32,,,2026-05-18
061187,智邦元大59購17,,,,3.50,,,2026-05-18
061188,菱生元大5C購02,,,,0.70,,,2026-05-18
061189,友達元大63購09,,,,1.74,,,2026-05-18
061190,建準元大59購09,,,,0.75,,,2026-05-18
061192,普安元大59購02,,,,0.56,,,2026-05-18
061193,宏達電元大59購06,,,,2.42,3,,2026-05-18
061194,皇昌元大59購01,,,,0.12,,,2026-05-18
061195,新興元大59購08,,,,0.23,,,2026-05-18
061196,奇鋐元大59購29,,,,1.94,,,2026-05-18
061200,嘉澤元大59購10,,,,0.92,,,2026-05-18
061205,康普元大59購02,,,,1.49,,,2026-05-18
061206,正文元大59購01,,,,1.89,,,2026-05-18
061207,AES元大59購13,,,,0.74,,,2026-05-18
061211,道瓊銀群益5B購04,,,,2.97,,,2026-05-18
061217,台積電群益5B購08,,,,2.57,,,2026-05-18
061219,智邦群益59購10,,,,8.65,,,2026-05-18
061220,漢唐群益5A購04,,,,1.54,,,2026-05-18
061221,華立群益5A購01,,,,0.72,,,2026-05-18
061222,威健群益59購03,,,,2.27,,,2026-05-18
061223,嘉澤群益59購08,,,,1.64,,,2026-05-18
061224,嘉澤群益59購09,,,,1.35,,,2026-05-18
061225,嘉澤群益5A購04,,,,1.33,,,2026-05-18
061226,世芯群益59購10,,,,7.15,,,2026-05-18
061227,貿聯群益59購09,,,,1.35,,,2026-05-18
061228,南寶群益5A購01,,,,1.23,,,2026-05-18
061229,新唐群益59購02,,,,1.73,,,2026-05-18
061231,保瑞群益61購01,,,,0.49,,,2026-05-18
061234,昇陽半群益59購02,,,,4.73,,,2026-05-18
061235,金像電台新59購03,,,,5.65,,,2026-05-18
061237,長興凱基63購01,,,,2.24,,,2026-05-18
061238,美時凱基59購05,,,,0.95,,,2026-05-18
061239,中鋼凱基59購01,,,,0.73,,,2026-05-18
061241,長榮鋼凱基5A購01,,,,0.68,,,2026-05-18
061242,台積電凱基59購15,,,,2.93,,,2026-05-18
061244,智邦凱基5A購04,,,,4.90,,,2026-05-18
061245,金像電凱基59購04,,,,4.07,,,2026-05-18
061246,金像電凱基5A購06,,,,3.00,2,,2026-05-18
061247,威盛凱基59購01,,,,5.15,,,2026-05-18
061248,漢唐凱基59購05,,,,2.28,,,2026-05-18
061249,超豐凱基59購01,,,,2.36,,,2026-05-18
061252,敦泰凱基5A購01,,,,3.17,,,2026-05-18
061253,上緯控凱基59購03,,,,1.19,,,2026-05-18
061254,南寶凱基59購01,,,,1.28,,,2026-05-18
061255,立積凱基59購01,,,,1.08,,,2026-05-18
061256,乙盛凱基5A購02,,,,4.42,,,2026-05-18
061257,崇越凱基59購01,,,,3.79,,,2026-05-18
061259,保瑞凱基59購01,,,,0.61,,,2026-05-18
061260,晶碩凱基5A購01,,,,1.22,,,2026-05-18
061261,緯穎凱基59購16,,,,5.70,,,2026-05-18
061264,新唐兆豐63購03,,,,2.67,,,2026-05-18
061265,力成兆豐63購01,,,,2.17,,,2026-05-18
061267,SGBR2X富邦63購05,,,,0.68,,,2026-05-18
061268,國喬富邦61購01,,,,0.31,,,2026-05-18
061269,光寶科富邦59購04,,,,2.02,,,2026-05-18
061270,毅嘉富邦63購01,,,,1.48,,,2026-05-18
061271,貿聯富邦61購01,,,,0.93,,,2026-05-18
061274,金像電國票5A購03,,,,3.68,,,2026-05-18
061275,威盛國票5A購02,,,,3.37,,,2026-05-18
061276,漢唐國票5A購03,,,,1.01,,,2026-05-18
061277,大立光國票5A購02,,,,5.20,,,2026-05-18
061278,jpp國票5A購02,,,,3.64,,,2026-05-18
061280,力成國票5A購03,,,,2.30,,,2026-05-18
061281,緯穎國票5A購01,,,,3.67,,,2026-05-18
061282,天虹國票59購01,,,,1.59,,,2026-05-18
061283,瀚荃國票59購03,,,,1.94,,,2026-05-18
061284,福懋科國票59購01,,,,1.43,,,2026-05-18
061288,臺股指國票5A購03,,,,9.85,,,2026-05-18
061291,長興國泰5A購02,,,,3.03,,,2026-05-18
061295,迅得國泰5A購01,,,,1.20,,,2026-05-18
061297,美時元富59購05,,,,1.26,,,2026-05-18
061299,金像電元富59購02,,,,5.10,,,2026-05-18
061306,台聚永豐5A購01,,,,0.19,,,2026-05-18
061307,為升永豐59購01,,,,0.93,,,2026-05-18
061308,華泰永豐5C購02,,,,1.64,,,2026-05-18
061310,台積電永豐5C購15,,,,1.73,,,2026-05-18
061311,台積電永豐5C購16,,,,1.63,,,2026-05-18
061312,菱生永豐5C購02,,,,0.55,,,2026-05-18
061313,菱生永豐64購01,,,,0.93,,,2026-05-18
061315,臺指2X元大63購01,,,,2.93,,,2026-05-18
061316,台聚元大59購02,,,,0.47,,,2026-05-18
061317,國喬元大59購03,,,,0.27,,,2026-05-18
061320,楠梓電元大5C購01,,,,0.98,,,2026-05-18
061321,華泰元大59購06,,,,1.19,,,2026-05-18
061322,華泰元大59購07,,,,1.39,,,2026-05-18
061323,華泰元大59購08,,,,1.51,,,2026-05-18
061324,華泰元大5C購03,,,,0.51,,,2026-05-18
061327,台積電元大63購10,,,,1.83,,,2026-05-18
061328,智邦元大59購18,,,,3.81,,,2026-05-18
061330,智邦元大59購20,,,,3.42,,,2026-05-18
061331,菱生元大59購01,,,,0.56,,,2026-05-18
061333,漢唐元大59購06,,,,1.85,,,2026-05-18
061334,友達元大63購10,,,,2.24,,,2026-05-18
061335,盟立元大59購04,,,,8.70,,,2026-05-18
061336,立隆電元大59購01,,,,4.35,,,2026-05-18
061337,華新科元大59購05,,,,3.44,,,2026-05-18
061339,富邦金元大59購01,,,,3.45,,,2026-05-18
061340,信邦元大59購01,,,,1.18,,,2026-05-18
061341,嘉澤元大59購11,,,,1.01,,,2026-05-18
061343,貿聯元大59購26,,,,1.56,,,2026-05-18
061344,貿聯元大59購27,,,,1.49,,,2026-05-18
061345,貿聯元大59購28,,,,1.39,,,2026-05-18
061346,神達元大59購04,,,,1.44,,,2026-05-18
061347,新唐元大59購06,,,,2.28,,,2026-05-18
061348,新唐元大63購01,,,,2.15,,,2026-05-18
061350,啟碁元大5A購03,,,,4.30,,,2026-05-18
061351,迅得元大59購01,,,,0.47,,,2026-05-18
061352,迅得元大59購02,,,,0.75,,,2026-05-18
061354,采鈺元大59購10,,,,7.35,,,2026-05-18
061355,勤誠元大59購12,,,,5.35,,,2026-05-18
061356,富鼎元大59購04,,,,1.45,,,2026-05-18
061357,元黃金群益59購02,,,,2.09,,,2026-05-18
061359,元金2X群益59購05,,,,3.32,,,2026-05-18
061363,道瓊銀群益5B購05,,,,2.10,,,2026-05-18
061364,道瓊銀群益63購02,,,,2.55,,,2026-05-18
061365,台塑群益59購04,,,,1.25,,,2026-05-18
061367,國巨群益59購07,,,,12.80,,,2026-05-18
061369,金像電群益59購04,,,,2.36,,,2026-05-18
