Code,Name,TradeVolume,Transaction,TradeValue,TradePrice,BidVolume,AskVolume,date
066055,聯發科富邦6B購01,,,,1.32,,,2026-05-17
066056,聯發科富邦75購01,,,,1.89,,,2026-05-17
066057,晶豪科富邦61購01,,,,1.68,,,2026-05-17
066058,晶豪科富邦62購01,,,,1.60,,,2026-05-17
066059,群創富邦63購01,,,,2.12,,,2026-05-17
066060,佳必琪富邦63購01,,,,0.77,,,2026-05-17
066061,臺股指富邦5B購13,,,,1.42,,,2026-05-17
066062,臺股指富邦5C購18,,,,1.32,,,2026-05-17
066064,臺股指富邦61購13,,,,1.95,,,2026-05-17
066066,A50正2國票5C購01,,,,1.25,,,2026-05-17
066067,中502X國票5C購01,,,,1.46,,,2026-05-17
066068,華新國票5B購01,,,,1.76,,,2026-05-17
066070,智邦國票61購03,,,,1.01,,,2026-05-17
066071,研華國票5B購01,,,,2.69,,,2026-05-17
066072,聯發科國票5B購03,,,,1.67,,,2026-05-17
066073,聯發科國票61購01,,,,1.92,,,2026-05-17
066076,盛群國票5C購01,,,,0.60,,,2026-05-17
066077,和椿國票5B購02,,,,0.94,,,2026-05-17
066079,南茂國票5C購01,,,,1.49,,,2026-05-17
066080,FB科技凱基5C購01,,,,1.53,,,2026-05-17
066082,永續半凱基5C購01,,,,1.82,,,2026-05-17
066083,台股增凱基5B購01,,,,1.35,,,2026-05-17
066084,新纖凱基5B購01,,,,0.99,,,2026-05-17
066086,華城凱基64購01,,,,0.89,,,2026-05-17
066088,川湖凱基5B購07,,,,1.71,,,2026-05-17
066089,國巨凱基5B購04,,,,2.97,,,2026-05-17
06608U,臺股指凱基59售11,,,,0.85,,,2026-05-17
066090,廣宇凱基61購02,,,,0.83,,,2026-05-17
066091,台積電凱基61購11,,,,0.72,,,2026-05-17
066092,台積電凱基63購09,,,,1.24,,,2026-05-17
066094,華邦電凱基5C購03,,,,2.18,,,2026-05-17
066095,智邦凱基61購04,,,,1.03,,,2026-05-17
066096,燿華凱基5B購01,,,,1.29,,,2026-05-17
066097,鴻海凱基5C購02,,,,2.29,,,2026-05-17
066098,南亞科凱基5B購04,,,,2.12,,,2026-05-17
066099,京元電凱基5C購02,,,,0.65,,,2026-05-17
066100,聯發科凱基5B購06,,,,2.84,,,2026-05-17
066101,聯發科凱基5B購07,,,,1.99,,,2026-05-17
066102,聯發科凱基5C購11,,,,1.52,,,2026-05-17
066103,聯發科凱基61購07,,,,1.32,,,2026-05-17
066104,聯發科凱基65購01,,,,1.75,,,2026-05-17
066105,晶豪科凱基5B購02,,,,2.68,,,2026-05-17
066107,嘉晶凱基63購01,,,,1.49,,,2026-05-17
066108,昇貿凱基5B購01,,,,1.88,,,2026-05-17
066109,世芯凱基64購02,,,,1.05,,,2026-05-17
066110,貿聯凱基61購04,,,,0.31,,,2026-05-17
066111,佳必琪凱基5B購03,,,,1.15,,,2026-05-17
066112,矽格凱基61購02,,,,1.42,,,2026-05-17
066113,矽創凱基5B購01,,,,1.71,,,2026-05-17
066114,昇陽半凱基64購02,,,,1.23,,,2026-05-17
066115,國巨國泰5C購01,,,,2.75,,,2026-05-17
066116,技嘉國泰5C購02,,,,1.90,,,2026-05-17
066118,台股增永豐5C購01,,,,1.04,,,2026-05-17
066119,台股增永豐61購02,,,,2.28,,,2026-05-17
066120,台股增永豐63購01,,,,1.83,,,2026-05-17
066121,台強棒永豐63購01,,,,2.10,,,2026-05-17
066122,士電永豐5C購01,,,,1.05,,,2026-05-17
066123,亞力永豐61購01,,,,0.78,,,2026-05-17
066124,華城永豐63購01,,,,0.79,,,2026-05-17
066125,聯電永豐63購01,,,,3.23,,,2026-05-17
066126,國巨永豐5C購03,,,,2.08,,,2026-05-17
066129,直得統一59購01,,,,1.38,,,2026-05-17
066130,直得統一61購01,,,,0.67,,,2026-05-17
066131,台積電永豐75購03,,,,0.60,,,2026-05-17
066132,台亞永豐61購01,,,,0.74,,,2026-05-17
066133,智邦永豐5C購04,,,,1.00,,,2026-05-17
066134,研華永豐5C購02,,,,1.78,,,2026-05-17
066135,南亞科永豐5B購03,,,,2.46,,,2026-05-17
066136,南亞科永豐5C購02,,,,1.95,,,2026-05-17
066137,南亞科永豐61購02,,,,1.87,,,2026-05-17
066140,超豐永豐61購01,,,,1.51,,,2026-05-17
066141,聯發科統一61購01,,,,3.73,,,2026-05-17
066142,京元電永豐5C購02,,,,0.78,,,2026-05-17
066145,聯發科永豐63購02,,,,2.75,,,2026-05-17
066146,聯發科永豐64購03,,,,3.40,,,2026-05-17
066150,晶豪科永豐5C購03,,,,1.55,,,2026-05-17
066151,晶豪科永豐65購01,,,,2.01,,,2026-05-17
066152,嘉澤統一57購01,,,,0.27,,,2026-05-17
066153,晶豪科永豐65購02,,,,1.32,,,2026-05-17
066155,群創永豐61購01,,,,2.72,,,2026-05-17
066156,群創永豐64購01,,,,2.32,,,2026-05-17
066157,群創永豐65購01,,,,2.47,,,2026-05-17
066158,日月光永豐63購01,,,,1.45,,,2026-05-17
066159,力成永豐5C購02,,,,1.41,,,2026-05-17
066160,力積電永豐5C購05,,,,1.20,,,2026-05-17
066161,T50正2元大5B購08,,,,1.47,,,2026-05-17
066162,亞力元大5B購01,,,,0.53,,,2026-05-17
066163,直得元大5B購01,,,,1.20,,,2026-05-17
066165,台積電元大5B購14,,,,0.62,,,2026-05-17
066166,台積電元大61購31,,,,0.64,,,2026-05-17
066167,台積電元大64購09,,,,0.72,,,2026-05-17
066168,順德元大5B購01,,,,0.93,,,2026-05-17
066169,威盛元大64購01,,,,1.72,,,2026-05-17
066171,凌陽元大5B購01,,,,1.29,,,2026-05-17
066172,偉詮電元大64購01,,,,0.97,,,2026-05-17
066173,聯發科元大5B購08,,,,2.27,,,2026-05-17
066174,聯發科元大5B購09,,,,2.41,,,2026-05-17
066175,聯發科元大5B購10,,,,1.97,,,2026-05-17
066176,聯發科元大5B購11,,,,1.89,,,2026-05-17
066177,聯發科元大5B購12,,,,1.93,,,2026-05-17
066178,聯發科元大5B購13,,,,1.24,,,2026-05-17
066179,聯發科元大5B購14,,,,1.22,,,2026-05-17
066180,聯發科元大5B購15,,,,1.19,,,2026-05-17
066181,聯發科元大5B購16,,,,1.20,,,2026-05-17
066182,聯發科元大5B購17,,,,1.29,,,2026-05-17
066184,聯發科元大61購25,,,,1.54,,,2026-05-17
066185,聯發科元大64購05,,,,0.90,,,2026-05-17
066186,聯發科元大64購06,,,,1.20,,,2026-05-17
066187,中信金元大5B購01,,,,1.38,,,2026-05-17
066188,晶豪科元大5B購01,,,,2.59,,,2026-05-17
066189,晶豪科元大5B購02,,,,2.62,,,2026-05-17
066190,晶豪科元大5B購03,,,,2.25,,,2026-05-17
066192,世芯元大5B購09,,,,1.33,,,2026-05-17
066193,貿聯元大5B購05,,,,0.56,,,2026-05-17
066194,貿聯元大5B購06,,,,0.59,,,2026-05-17
066195,貿聯元大5B購07,,,,0.22,,,2026-05-17
066196,貿聯元大61購04,,,,0.32,,,2026-05-17
066197,貿聯元大64購01,,,,0.47,,,2026-05-17
066198,精銳元大5B購01,,,,1.06,,,2026-05-17
066199,眾達元大61購02,,,,0.79,,,2026-05-17
066200,眾達元大64購01,,,,0.77,,,2026-05-17
066201,力積電元大5B購06,,,,2.01,,,2026-05-17
066202,南茂元大64購01,,,,1.53,,,2026-05-17
066204,臺股指元大5C購14,,,,1.44,,,2026-05-17
066205,T50反1台新5B購01,,,,1.51,,,2026-05-17
066206,T50反1台新5B購02,,,,1.68,,,2026-05-17
066207,T50反1台新5B購03,,,,1.38,,,2026-05-17
066208,T50反1台新65購01,,,,1.24,,,2026-05-17
066209,台積電台新5B購06,,,,0.95,,,2026-05-17
066210,台積電台新5C購01,,,,0.71,,,2026-05-17
066211,台積電台新5C購02,,,,5.25,,,2026-05-17
066212,台積電台新5C購03,,,,1.10,,,2026-05-17
066215,台積電台新61購02,,,,0.97,,,2026-05-17
066216,台積電台新61購03,,,,1.21,,,2026-05-17
066218,台積電台新62購05,,,,0.83,,,2026-05-17
066219,台積電台新62購06,,,,0.74,,,2026-05-17
066220,台積電台新62購07,,,,2.73,,,2026-05-17
066221,台積電台新63購01,,,,1.28,,,2026-05-17
066222,台積電台新64購01,,,,5.65,,,2026-05-17
066223,台積電台新64購02,,,,1.18,,,2026-05-17
066224,台積電台新65購01,,,,1.95,,,2026-05-17
066225,台積電台新65購02,,,,2.08,,,2026-05-17
066227,台積電台新65購04,,,,2.14,,,2026-05-17
066228,台積電台新65購05,,,,2.96,,,2026-05-17
066229,台積電台新65購06,,,,1.42,,,2026-05-17
066230,台積電台新65購07,,,,1.21,,,2026-05-17
066234,台積電台新6B購04,,,,1.43,,,2026-05-17
066235,台積電台新75購01,,,,1.54,,,2026-05-17
066236,台積電台新75購02,,,,2.15,,,2026-05-17
066237,台積電台新75購03,,,,1.74,,,2026-05-17
066239,研華台新5B購02,,,,4.61,,,2026-05-17
066240,南亞科台新5C購02,,,,1.94,,,2026-05-17
066244,聯發科台新61購03,,,,2.24,,,2026-05-17
066249,世芯台新5B購01,,,,1.57,,,2026-05-17
066250,世芯台新5C購01,,,,1.76,,,2026-05-17
066251,世芯台新65購01,,,,2.22,,,2026-05-17
066252,精銳台新5B購02,,,,1.94,,,2026-05-17
066255,上品台新5B購03,,,,1.16,,,2026-05-17
066256,精成科台新5B購01,,,,1.39,,,2026-05-17
066258,帆宣台新5B購03,,,,2.06,,,2026-05-17
066259,佳必琪台新5B購03,,,,1.32,,,2026-05-17
06625U,元金2X國票57售02,,,,1.31,,,2026-05-17
066260,群電台新5B購01,,,,2.07,,,2026-05-17
066261,群電台新5B購03,,,,1.85,,,2026-05-17
066262,樺漢台新5B購01,,,,1.74,,,2026-05-17
066263,樺漢台新5B購03,,,,1.31,,,2026-05-17
066266,緯穎台新5B購02,,,,2.05,,,2026-05-17
066268,華東台新5B購01,,,,2.15,,,2026-05-17
066269,華東台新5B購03,,,,1.64,,,2026-05-17
066272,勝一群益65購01,,,,0.85,,,2026-05-17
066274,聯電群益61購01,,,,3.04,,,2026-05-17
066275,鴻海群益5B購08,,,,2.60,,,2026-05-17
066276,國巨群益5B購06,,,,7.20,,,2026-05-17
066278,台積電群益5B購12,,,,1.42,,,2026-05-17
066279,台積電群益5B購13,,,,2.60,,,2026-05-17
066280,台積電群益62購07,,,,1.06,,,2026-05-17
066281,華邦電群益5B購02,,,,2.25,,,2026-05-17
066282,智邦群益5B購07,,,,2.96,,,2026-05-17
066283,威盛群益5B購01,,,,1.32,,,2026-05-17
066284,南亞科群益5B購06,,,,2.79,,,2026-05-17
066286,聯發科群益5B購08,,,,3.53,,,2026-05-17
066288,鉅祥群益61購01,,,,0.89,,,2026-05-17
066289,強茂群益5B購03,,,,4.60,,,2026-05-17
066290,晶豪科群益5B購01,,,,5.10,,,2026-05-17
066291,晶豪科群益61購02,,,,3.76,,,2026-05-17
066292,嘉晶群益63購02,,,,1.40,,,2026-05-17
066295,上品群益5B購01,,,,2.22,,,2026-05-17
066296,帆宣群益5B購01,,,,2.60,,,2026-05-17
066298,矽格群益5B購02,,,,2.91,,,2026-05-17
066299,緯穎群益64購01,,,,1.23,,,2026-05-17
066300,宇隆國泰5C購01,,,,1.58,,,2026-05-17
066302,京元電國泰5C購01,,,,1.36,,,2026-05-17
066303,定穎控國泰5C購01,,,,1.45,,,2026-05-17
066304,佳能兆豐61購01,,,,0.92,,,2026-05-17
066305,鉅祥兆豐61購01,,,,1.06,,,2026-05-17
066306,矽格兆豐61購01,,,,1.28,,,2026-05-17
066307,T50正2凱基61購04,,,,1.51,,,2026-05-17
066309,台股增凱基5B購02,,,,1.32,,,2026-05-17
066310,台股增凱基63購01,,,,1.43,,,2026-05-17
066313,宇隆凱基5C購01,,,,0.87,,,2026-05-17
066314,聯電凱基5B購05,,,,2.77,,,2026-05-17
066315,鴻海凱基5B購07,,,,1.66,,,2026-05-17
066316,鴻海凱基5B購08,,,,1.42,,,2026-05-17
066317,鴻海凱基5C購09,,,,1.27,,,2026-05-17
066318,廣宇凱基5B購01,,,,0.74,,,2026-05-17
066319,順德凱基5B購01,,,,1.68,,,2026-05-17
066320,威盛凱基64購01,,,,1.15,,,2026-05-17
066321,研華凱基5B購01,,,,2.50,,,2026-05-17
066323,南亞科凱基61購01,,,,1.67,,,2026-05-17
066325,晶豪科凱基5B購03,,,,2.50,,,2026-05-17
066326,德律凱基5B購04,,,,0.94,,,2026-05-17
066328,日電貿凱基5B購01,,,,1.84,,,2026-05-17
066330,群創凱基61購01,,,,2.35,,,2026-05-17
066331,貿聯凱基5B購06,,,,0.42,,,2026-05-17
066332,精銳凱基5B購01,,,,1.17,,,2026-05-17
066334,緯穎凱基64購01,,,,1.24,,,2026-05-17
066335,力智凱基5B購01,,,,1.38,,,2026-05-17
066336,南茂凱基64購01,,,,1.10,,,2026-05-17
066338,亞力群益5C購01,,,,0.97,,,2026-05-17
066339,華城群益5B購04,,,,0.54,,,2026-05-17
066340,中砂群益5B購02,,,,1.81,,,2026-05-17
066342,國巨群益5B購07,,,,7.60,,,2026-05-17
066343,台積電群益66購01,,,,2.95,,,2026-05-17
066344,智邦群益5B購08,,,,2.09,,,2026-05-17
066345,鴻準群益5B購01,,,,1.78,,,2026-05-17
066346,燿華群益5B購02,,,,0.96,,,2026-05-17
066347,南亞科群益5B購07,,,,2.37,,,2026-05-17
066349,晶豪科群益5B購03,,,,6.55,,,2026-05-17
066350,大立光群益5B購03,,,,5.65,,,2026-05-17
066352,日電貿群益5C購01,,,,2.11,,,2026-05-17
066353,群創群益5B購02,,,,2.98,,,2026-05-17
066354,群創群益5B購03,,,,2.72,,,2026-05-17
066355,世芯群益5B購02,,,,3.29,,,2026-05-17
066356,昇陽半群益62購01,,,,2.12,,,2026-05-17
066357,南茂群益5C購01,,,,0.98,,,2026-05-17
066358,國巨台新5B購03,,,,5.25,,,2026-05-17
066359,智邦台新5B購03,,,,2.90,,,2026-05-17
066360,鴻準台新5B購01,,,,4.77,,,2026-05-17
066361,南亞科台新62購02,,,,2.60,,,2026-05-17
066362,京元電台新5B購02,,,,1.29,,,2026-05-17
066363,京元電台新5B購03,,,,1.41,,,2026-05-17
066364,揚博台新5B購01,,,,2.20,,,2026-05-17
066365,陽明台新5B購01,,,,1.33,,,2026-05-17
066366,緯創台新5B購01,,,,1.74,,,2026-05-17
066367,緯創台新5B購02,,,,4.16,,,2026-05-17
066368,緯創台新65購01,,,,2.75,,,2026-05-17
066369,日月光台新5B購01,,,,2.27,,,2026-05-17
066370,鈞興台新5B購03,,,,1.67,,,2026-05-17
066371,jpp台新5B購01,,,,2.27,,,2026-05-17
066372,帆宣台新5B購04,,,,2.13,,,2026-05-17
066373,帆宣台新5B購05,,,,2.23,,,2026-05-17
066374,矽格台新5B購02,,,,3.42,,,2026-05-17
066375,惠特台新5B購02,,,,0.82,,,2026-05-17
066376,寶成台新65購01,,,,1.81,,,2026-05-17
066377,宏全台新5B購01,,,,1.58,,,2026-05-17
066378,臺指2X元大63購02,,,,1.01,,,2026-05-17
066379,臺指反元大5B購03,,,,0.43,,,2026-05-17
066380,元金2X元大5B購04,,,,2.13,,,2026-05-17
066383,台股增元大5B購01,,,,1.48,,,2026-05-17
066385,直得元大5B購03,,,,1.10,,,2026-05-17
066386,直得元大5B購04,,,,1.02,,,2026-05-17
066389,宇隆元大64購01,,,,1.22,,,2026-05-17
066391,台積電元大5B購15,,,,0.70,,,2026-05-17
066392,台積電元大61購32,,,,0.63,,,2026-05-17
066393,台積電元大64購10,,,,0.72,,,2026-05-17
066394,研華元大64購01,,,,2.07,,,2026-05-17
066395,南亞科元大5B購07,,,,2.95,,,2026-05-17
066396,南亞科元大61購03,,,,1.26,,,2026-05-17
066397,揚博元大5B購01,,,,0.87,,,2026-05-17
066398,揚博元大5B購02,,,,0.96,,,2026-05-17
066399,晶豪科元大5B購04,,,,2.52,,,2026-05-17
066400,晶豪科元大5B購05,,,,2.09,,,2026-05-17
066401,嘉晶元大5B購02,,,,1.33,,,2026-05-17
066402,嘉晶元大5B購03,,,,0.90,,,2026-05-17
066404,德律元大5B購05,,,,0.80,,,2026-05-17
066406,佳必琪元大61購01,,,,0.93,,,2026-05-17
066407,達發元大5B購01,,,,1.43,,,2026-05-17
066409,惠特元大5B購04,,,,1.02,,,2026-05-17
066410,惠特元大64購01,,,,0.78,,,2026-05-17
066411,惠特元大65購01,,,,0.51,,,2026-05-17
066412,致新元大5B購01,,,,1.30,,,2026-05-17
066413,燿華國泰5C購01,,,,2.20,,,2026-05-17
066415,南亞科國泰5C購01,,,,2.64,,,2026-05-17
066418,佳必琪國泰5C購01,,,,1.14,,,2026-05-17
066419,直得統一57購01,,,,0.47,,,2026-05-17
066420,鴻海統一61購01,,,,0.90,,,2026-05-17
066421,今國光國泰61購01,,,,2.13,,,2026-05-17
066422,臺指2X凱基61購01,,,,1.49,,,2026-05-17
066423,台積電統一61購01,,,,1.93,,,2026-05-17
066425,美指2X凱基61購01,,,,1.01,,,2026-05-17
066431,川湖凱基61購01,,,,1.49,,,2026-05-17
066432,正新凱基5B購01,,,,1.27,,,2026-05-17
066433,聯電凱基61購03,,,,2.02,,,2026-05-17
066435,日月光統一61購01,,,,5.35,,,2026-05-17
066437,台積電凱基5C購12,,,,1.18,,,2026-05-17
066439,台積電凱基68購01,,,,1.30,,,2026-05-17
06643U,南電群益5A售01,,,,0.10,,,2026-05-17
066441,華邦電凱基5B購02,,,,1.72,,,2026-05-17
066443,矽統凱基5B購01,,,,1.17,,,2026-05-17
066444,南亞科凱基5B購05,,,,1.34,,,2026-05-17
066445,京元電凱基5B購05,,,,0.92,,,2026-05-17
066446,兆赫凱基5B購01,,,,1.13,,,2026-05-17
066447,揚博凱基5B購02,,,,1.26,,,2026-05-17
066448,晶豪科凱基5B購04,,,,1.62,,,2026-05-17
066449,大立光凱基5C購02,,,,3.02,,,2026-05-17
066450,聯陽凱基5B購01,,,,1.22,,,2026-05-17
066451,德律凱基5B購05,,,,1.15,,,2026-05-17
066452,群創凱基5B購02,,,,1.95,,,2026-05-17
066453,世芯凱基63購01,,,,1.23,,,2026-05-17
066454,天鈺凱基5B購01,,,,1.39,,,2026-05-17
066455,中租凱基5B購01,,,,0.79,,,2026-05-17
066456,樺漢凱基5B購01,,,,0.83,,,2026-05-17
066457,達發凱基5B購02,,,,1.30,,,2026-05-17
066458,意騰凱基5B購01,,,,0.98,,,2026-05-17
066460,巨大凱基5B購01,,,,1.55,,,2026-05-17
066461,台玻兆豐61購01,,,,0.85,,,2026-05-17
066462,晶豪科兆豐65購01,,,,2.92,,,2026-05-17
066463,智原兆豐61購01,,,,1.05,,,2026-05-17
066464,群創兆豐61購01,,,,2.07,,,2026-05-17
066465,美費半元大5B購02,,,,1.65,,,2026-05-17
066466,美費半元大5C購01,,,,2.86,,,2026-05-17
066467,美費半元大61購02,,,,2.40,,,2026-05-17
066468,中砂元大5B購01,,,,1.80,,,2026-05-17
066469,台玻元大64購01,,,,1.27,,,2026-05-17
066470,上銀元大5B購07,,,,3.30,,,2026-05-17
066471,聯電元大5B購07,,,,2.48,,,2026-05-17
066472,聯電元大61購15,,,,2.34,,,2026-05-17
066473,鴻海元大5B購02,,,,0.94,,,2026-05-17
066474,鴻海元大61購16,,,,0.91,,,2026-05-17
066475,鴻海元大64購12,,,,0.58,,,2026-05-17
066476,台積電元大5B購17,,,,0.62,,,2026-05-17
066477,台積電元大61購33,,,,0.78,,,2026-05-17
066478,台積電元大64購11,,,,0.59,,,2026-05-17
066479,華邦電元大61購01,,,,1.48,,,2026-05-17
066480,鴻準元大5B購01,,,,1.15,,,2026-05-17
066481,偉詮電元大5B購01,,,,1.08,,,2026-05-17
066482,德律元大5B購06,,,,1.28,,,2026-05-17
066483,德律元大5B購07,,,,1.55,,,2026-05-17
066485,德律元大5B購09,,,,1.45,,,2026-05-17
066487,德律元大5B購11,,,,0.79,,,2026-05-17
066488,德律元大61購05,,,,0.56,,,2026-05-17
06648U,世芯中信58售02,,,,0.11,,,2026-05-17
066490,群創元大5B購01,,,,2.51,,,2026-05-17
066491,世芯元大5B購10,,,,1.74,,,2026-05-17
066492,世芯元大61購15,,,,1.86,,,2026-05-17
066493,世芯元大61購16,,,,1.69,,,2026-05-17
066494,世芯元大64購07,,,,2.17,,,2026-05-17
066495,世芯元大64購08,,,,0.97,,,2026-05-17
066496,國精化元大5B購01,,,,1.56,,,2026-05-17
066497,帆宣元大5B購01,,,,1.35,,,2026-05-17
066498,佳必琪元大5B購05,,,,0.96,,,2026-05-17
066499,達發元大5B購02,,,,1.21,,,2026-05-17
066500,AES元大61購03,,,,1.03,,,2026-05-17
066501,兆聯元大5B購04,,,,0.67,,,2026-05-17
066502,昇陽半元大5B購04,,,,2.42,,,2026-05-17
066503,華東元大5B購01,,,,0.64,,,2026-05-17
066504,勤誠元大5B購01,,,,1.45,,,2026-05-17
066505,勤誠元大61購03,,,,1.60,,,2026-05-17
066506,勤誠元大64購02,,,,1.01,,,2026-05-17
066508,中砂國票5C購02,,,,1.84,,,2026-05-17
066510,聯電國票5B購02,,,,2.25,,,2026-05-17
066511,鴻海國票5C購01,,,,1.20,,,2026-05-17
066512,廣宇國票5B購02,,,,0.94,,,2026-05-17
066513,華邦電國票5C購01,,,,1.64,,,2026-05-17
066514,鴻準國票5B購01,,,,0.69,,,2026-05-17
066515,技嘉國票5B購03,,,,1.37,,,2026-05-17
066516,南亞科國票5C購01,,,,1.80,,,2026-05-17
066518,京元電國票5C購01,,,,1.08,,,2026-05-17
066519,兆赫國票5B購01,,,,1.09,,,2026-05-17
066520,兆赫國票5C購01,,,,1.23,,,2026-05-17
066521,晶豪科國票5B購01,,,,2.01,,,2026-05-17
066522,德律國票5C購03,,,,1.01,,,2026-05-17
066523,世芯國票5B購04,,,,1.12,,,2026-05-17
066524,世芯國票61購01,,,,0.95,,,2026-05-17
066525,世芯國票63購01,,,,1.05,,,2026-05-17
066526,大眾控國票5B購01,,,,0.94,,,2026-05-17
066527,矽格國票5C購01,,,,0.96,,,2026-05-17
066532,台股增群益5B購03,,,,2.05,,,2026-05-17
066534,長興群益61購01,,,,1.80,,,2026-05-17
066535,聯電群益5C購01,,,,1.55,,,2026-05-17
066536,鴻海群益5C購09,,,,1.31,,,2026-05-17
066537,華邦電群益5B購03,,,,1.75,,,2026-05-17
06653U,FBNQ2X群益5A售01,,,,0.10,,,2026-05-17
066540,南亞科群益5B購08,,,,2.12,,,2026-05-17
066541,友達群益5B購04,,,,3.10,,,2026-05-17
066542,緯創群益5B購02,,,,1.27,,,2026-05-17
066544,世芯群益5B購03,,,,2.26,,,2026-05-17
066545,貿聯群益5B購03,,,,0.88,,,2026-05-17
066546,日月光群益5C購02,,,,1.66,,,2026-05-17
066547,國精化群益61購01,,,,2.26,,,2026-05-17
066548,達發群益5B購01,,,,2.00,,,2026-05-17
066551,臺股指群益5B購20,,,,1.19,,,2026-05-17
066554,矽統台新5B購01,,,,2.06,,,2026-05-17
066555,南亞科台新5B購02,,,,7.00,,,2026-05-17
066556,南亞科台新65購02,,,,2.04,,,2026-05-17
066557,京元電台新5B購05,,,,1.16,,,2026-05-17
066558,京元電台新5B購06,,,,1.10,,,2026-05-17
066561,華擎台新5B購01,,,,1.17,,,2026-05-17
066565,世芯台新62購01,,,,1.40,,,2026-05-17
066566,世芯台新65購02,,,,1.83,,,2026-05-17
066567,鈞興台新5B購04,,,,1.56,,,2026-05-17
066568,國精化台新5B購01,,,,4.33,,,2026-05-17
066570,力智台新5B購01,,,,1.33,,,2026-05-17
066571,力智台新5B購02,,,,1.31,,,2026-05-17
066572,力積電台新5B購06,,,,2.68,,,2026-05-17
066573,力積電台新5B購07,,,,3.03,,,2026-05-17
066575,福懋科台新5B購03,,,,1.40,,,2026-05-17
066577,臺股指台新5B購05,,,,1.51,,,2026-05-17
066582,台灣50富邦65購02,,,,0.88,,,2026-05-17
066583,T50正2富邦5B購05,,,,0.85,,,2026-05-17
066584,T50正2富邦65購02,,,,0.87,,,2026-05-17
066585,T50反1富邦62購02,,,,1.85,,,2026-05-17
066586,T50反1富邦62購03,,,,0.72,,,2026-05-17
066587,美時富邦61購02,,,,0.46,,,2026-05-17
066588,聯電富邦5B購02,,,,1.84,,,2026-05-17
066589,楠梓電富邦63購01,,,,1.19,,,2026-05-17
066590,台積電富邦5B購04,,,,0.89,,,2026-05-17
066592,台積電富邦61購07,,,,1.28,,,2026-05-17
066594,華邦電富邦5C購02,,,,1.10,,,2026-05-17
066595,智邦富邦62購01,,,,0.87,,,2026-05-17
066596,智邦富邦62購02,,,,0.92,,,2026-05-17
066597,敬鵬富邦61購02,,,,0.72,,,2026-05-17
066598,燿華富邦61購02,,,,0.78,,,2026-05-17
066599,研華富邦61購01,,,,1.33,,,2026-05-17
066600,漢唐富邦61購01,,,,1.34,,,2026-05-17
066601,漢唐富邦62購01,,,,0.71,,,2026-05-17
066602,南亞科富邦62購03,,,,1.26,,,2026-05-17
066604,京元電富邦62購01,,,,0.65,,,2026-05-17
066605,慧洋富邦63購01,,,,0.75,,,2026-05-17
066606,大立光富邦61購02,,,,2.28,,,2026-05-17
066608,新日興富邦61購01,,,,0.67,,,2026-05-17
066610,嘉澤富邦61購03,,,,0.48,,,2026-05-17
066611,世芯富邦61購03,,,,1.16,,,2026-05-17
066612,日月光富邦61購04,,,,0.93,,,2026-05-17
066613,祥碩富邦61購01,,,,1.16,,,2026-05-17
066614,精成科富邦61購02,,,,0.48,,,2026-05-17
066615,保瑞富邦62購01,,,,0.51,,,2026-05-17
066617,川湖兆豐61購02,,,,0.86,,,2026-05-17
066618,光寶科兆豐65購01,,,,1.83,,,2026-05-17
066619,聯電兆豐61購01,,,,1.28,,,2026-05-17
