股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記,date
2536,宏普,13,47,,6919,6885,83202,,,,,,83202,, ,2026-05-18
2537,聯上發,160,5,,3226,3381,75139,,50,,,50,75139,4, ,2026-05-18
2538,基泰,19,,,2544,2563,111256,,,,,,111256,, ,2026-05-18
2539,櫻花建,81,15,,2920,2986,298275,,,,20,20,298275,, ,2026-05-18
2540,愛山林,68,484,,3448,3032,236218,25,4,,43,22,236218,11, ,2026-05-18
2542,興富發,1396,311,,8521,9606,543270,,,,264,264,543270,1, ,2026-05-18
2543,皇昌,586,847,23,12785,12501,132135,24,51,,55,82,132135,10, ,2026-05-18
2545,皇翔,2,,,2848,2850,94933,,,,1,1,94933,, ,2026-05-18
2546,根基,,,,72,72,32631,,,,,,32631,, ,2026-05-18
2547,日勝生,66,150,,12785,12701,258773,,,,,,258773,, ,2026-05-18
2548,華固,25,16,,1204,1213,79929,,,,23,23,79929,, ,2026-05-18
2597,潤弘,190,31,2,979,1136,77679,,,,10,10,77679,, ,2026-05-18
2601,益航,,,,1045,1045,,,,,,,,,OX ,2026-05-18
2603,長榮,913,508,10,12750,13145,541260,112,,,124,12,541260,1, ,2026-05-18
2605,新興,634,895,151,11157,10745,146338,2,10,,11,19,146338,2, ,2026-05-18
2606,裕民,369,278,2,4130,4219,211263,4,23,,11,30,211263,4, ,2026-05-18
2607,榮運,18,5,,958,971,133392,,,,,,133392,1, ,2026-05-18
2608,嘉里大榮,1,,,1269,1270,116750,,,,,,116750,, ,2026-05-18
2609,陽明,617,765,87,36292,36057,873026,117,115,,130,128,873026,, ,2026-05-18
2610,華航,371,309,2,52050,52110,1536247,4,4,,112,112,1536247,1, ,2026-05-18
2611,志信,24,26,2,2126,2122,47250,,,,4,4,47250,, ,2026-05-18
2612,中航,58,56,,2312,2314,49371,2,1,,2,1,49371,, ,2026-05-18
2613,中櫃,2,45,4,2020,1973,37105,,,,3,3,37105,, ,2026-05-18
2614,東森,54,19,3,5427,5459,81816,,,,2,2,81816,, ,2026-05-18
2615,萬海,199,573,1,24618,24243,701536,239,1,,281,43,701536,4, ,2026-05-18
2616,山隆,5,2,,468,471,34320,,,,2,2,34320,, ,2026-05-18
2617,台航,27,18,,2065,2074,104323,2,,,2,,104323,, ,2026-05-18
2618,長榮航,639,1041,,42973,42571,1350111,3,,,44,41,1350111,2, ,2026-05-18
2630,亞航,56,97,1,6081,6039,52359,1,11,,13,23,52359,, ,2026-05-18
2633,台灣高鐵,126,6,,2605,2725,657073,,,,,,657073,, ,2026-05-18
2634,漢翔,179,592,3,22724,22308,235466,,2,,15,17,235466,14, ,2026-05-18
2636,台驊控股,48,6,,697,739,35458,,1,,,1,35458,, ,2026-05-18
2637,慧洋-KY,231,52,,4412,4591,186602,7,2,,8,3,186602,, ,2026-05-18
2642,宅配通,10,8,,527,529,23866,,8,,,8,23866,, ,2026-05-18
2645,長榮航太,76,45,,3404,3435,93642,,,,,,93642,1, ,2026-05-18
2646,星宇航空,35,102,,3725,3658,752183,3,,,30,27,752183,, ,2026-05-18
2701,萬企,240,228,,1166,1178,112491,,,,,,112491,, ,2026-05-18
2702,華園,,,,420,420,39153,,,,,,39153,, ,2026-05-18
2704,國賓,5,,,210,215,91730,,,,,,91730,, ,2026-05-18
2705,六福,1,,,547,548,46634,,,,,,46634,, ,2026-05-18
2706,第一店,1,3,,886,884,124999,,,,,,124999,, ,2026-05-18
2707,晶華,1,3,,174,172,31850,,,,,,31850,, ,2026-05-18
2712,遠雄來,,,,9,9,,,,,,,,,OX ,2026-05-18
2722,夏都,3,1,,391,393,35792,,,,,,35792,, ,2026-05-18
2723,美食-KY,16,,,2406,2422,45000,,,,2,2,45000,, ,2026-05-18
2727,王品,8,15,,473,466,20735,,,,1,1,20735,, ,2026-05-18
2731,雄獅,5,26,,895,874,23319,,,,22,22,23319,, ,2026-05-18
2739,寒舍,25,14,,1015,1026,22881,1,,,1,,22881,, ,2026-05-18
2748,雲品,1,19,,963,945,26444,,,,,,26444,, ,2026-05-18
2753,八方雲集,2,2,,707,707,16661,,,,,,16661,, ,2026-05-18
2762,世界健身-KY,18,12,,222,228,28125,,,,,,28125,, ,2026-05-18
2801,彰銀,566,86,,15760,16240,2941511,,,,,,2941511,, ,2026-05-18
2812,台中銀,244,1225,,6693,5712,1505406,,,,1,1,1505406,1, ,2026-05-18
2816,旺旺保,27,50,,349,326,55902,,,,,,55902,, ,2026-05-18
2820,華票,12,83,,1113,1042,335740,,,,,,335740,, ,2026-05-18
2832,台產,2,,,372,374,63385,,,,,,63385,, ,2026-05-18
2834,臺企銀,95,122,,8428,8401,2429515,15,,,18,3,2429515,, ,2026-05-18
2836,高雄銀,30,,,5954,5984,459979,,,,,,459979,, ,2026-05-18
2838,聯邦銀,,,,800,800,1085137,,,,4,4,1085137,, ,2026-05-18
2845,遠東銀,502,742,,6262,6022,1216321,,,,28,28,1216321,, ,2026-05-18
2849,安泰銀,,,,90,90,223623,,,,,,223623,, ,2026-05-18
2850,新產,,,,183,183,78990,,,,,,78990,, ,2026-05-18
2851,中再保,75,32,,571,614,200097,,,,,,200097,, ,2026-05-18
2852,第一保,5,2,,417,420,75290,,,,,,75290,, ,2026-05-18
2855,統一證,161,344,,4587,4404,400353,,7,,64,71,400353,2, ,2026-05-18
2867,三商壽,,,,,,,,,,,,,,OX ,2026-05-18
2880,華南金,29,22,,4117,4124,3479241,,,,,,3479241,, ,2026-05-18
2881,富邦金,413,374,1,6139,6177,3501841,21,31,14,99,95,3501841,, ,2026-05-18
2882,國泰金,107,451,1,4439,4094,3667302,14,8,,125,119,3667302,1, ,2026-05-18
2883,凱基金,2366,316,,12222,14272,4243711,4,1,7,39,29,4243711,4, ,2026-05-18
2884,玉山金,71,108,,6901,6864,4043500,,,,4,4,4043500,, ,2026-05-18
2885,元大金,170,28,,1258,1400,3332787,,,,37,37,3332787,, ,2026-05-18
2886,兆豐金,17,40,,1071,1048,3708344,,,,16,16,3708344,, ,2026-05-18
2887,台新新光金,316,703,,49568,49181,6216599,30,919,,40,929,6216599,1, ,2026-05-18
2889,國票金,36,6,5,1747,1772,908390,2,,,6,4,908390,, ,2026-05-18
2890,永豐金,82,192,3,3641,3528,3623080,,,,12,12,3623080,1, ,2026-05-18
2891,中信金,66,305,5,3522,3278,4919454,5,6,,152,153,4919454,, ,2026-05-18
2892,第一金,10,96,,11842,11756,3594867,,,,3,3,3594867,, ,2026-05-18
2897,王道銀行,9,1,,2266,2274,701339,,,,15,15,701339,, ,2026-05-18
2901,欣欣,,1,,549,548,18260,,,,,,18260,, ,2026-05-18
2903,遠百,3,5,,1805,1803,354235,,,,1,1,354235,, ,2026-05-18
2904,匯僑,2,,,23,25,19458,,,,,,19458,, ,2026-05-18
2905,三商,52,7,6,9399,9438,277592,,,,,,277592,, ,2026-05-18
2906,高林,3,18,,650,635,52279,,,,,,52279,, ,2026-05-18
2908,特力,110,80,,13800,13830,127471,,,,,,127471,, ,2026-05-18
2910,統領,,,,5,5,43850,,,,,,43850,, ,2026-05-18
2911,麗嬰房,,,,,,,,,,,,,,OX ,2026-05-18
2912,統一超,34,7,,454,481,259905,,,,1,1,259905,, ,2026-05-18
2913,農林,30,166,,6905,6769,176687,,,,10,10,176687,, ,2026-05-18
2915,潤泰全,133,132,23,9320,9298,276079,20,,,28,8,276079,18, ,2026-05-18
2929,淘帝-KY,200,,,1860,2060,27373,,,,,,27373,, ,2026-05-18
2939,永邑-KY,,,,215,215,11387,,,,,,11387,, ,2026-05-18
3002,歐格,19,19,,2750,2750,25500,2,,,2,,25500,1, ,2026-05-18
3003,健和興,107,254,9,3762,3606,38913,,,,8,8,38913,1, ,2026-05-18
3004,豐達科,133,113,2,2648,2666,16091,,2,,11,13,16091,, ,2026-05-18
3005,神基,651,303,11,4533,4870,156077,6,3,,14,11,156077,2, ,2026-05-18
3006,晶豪科,2515,3574,1,26539,25479,74531,67,283,,574,790,74531,143, ,2026-05-18
3008,大立光,246,319,,1729,1656,33367,2,9,,10,17,33367,, ,2026-05-18
3010,華立,38,50,,1682,1670,64859,1,,,2,1,64859,1, ,2026-05-18
3011,今皓,43,244,,4508,4307,29304,,,,37,37,29304,, ,2026-05-18
3013,晟銘電,278,140,22,11880,11996,51284,4,2,,25,23,51284,, ,2026-05-18
3014,聯陽,196,200,,2592,2588,41496,31,,,32,1,41496,2, ,2026-05-18
3015,全漢,12,8,4,1630,1630,46815,,,,,,46815,, ,2026-05-18
3016,嘉晶,182,303,1,6459,6337,72135,63,5,345,673,270,72135,147, ,2026-05-18
3017,奇鋐,341,457,2,4445,4327,98135,5,6,,43,44,98135,5, ,2026-05-18
3018,隆銘綠能,,,,6,6,,,,,,,,,OX ,2026-05-18
3019,亞光,2018,1237,2,13854,14633,69810,11,91,,192,272,69810,70, ,2026-05-18
3021,鴻名,52,34,,858,876,23722,,,,,,23722,, ,2026-05-18
3022,威強電,94,46,10,4784,4822,44149,5,1,,8,4,44149,, ,2026-05-18
3023,信邦,97,95,,1816,1818,60017,2,,,16,14,60017,1, ,2026-05-18
3024,憶聲,499,711,1,8445,8232,69289,2,7,,54,59,69289,4, ,2026-05-18
3025,星通,51,50,,2430,2431,14184,1,,,1,,14184,, ,2026-05-18
3026,禾伸堂,263,710,15,12221,11759,41472,72,24,66,316,202,41472,221, ,2026-05-18
3027,盛達,5,19,1,4976,4961,28740,,,,16,16,28740,, ,2026-05-18
3028,增你強,317,474,,3351,3194,59310,8,4,,33,29,59310,5, ,2026-05-18
3029,零壹,18,31,2,3339,3324,38751,,2,,5,7,38751,, ,2026-05-18
3030,德律,204,379,,11656,11481,59054,11,,,168,157,59054,93, ,2026-05-18
3031,佰鴻,299,85,,6525,6739,43300,13,9,,104,100,43300,6, ,2026-05-18
3032,偉訓,418,509,,8662,8571,25821,9,3,,41,35,25821,6, ,2026-05-18
3033,威健,1661,1473,,8589,8777,121318,7,550,8,536,1071,121318,50, ,2026-05-18
3034,聯詠,339,479,1,3627,3486,152127,4,1,,26,23,152127,7, ,2026-05-18
3035,智原,1334,1728,7,20089,19688,65137,106,23,153,422,186,65137,18, ,2026-05-18
3036,文曄,437,1381,,7123,6179,317287,9,134,20,346,451,317287,11, ,2026-05-18
3037,欣興,1610,1859,8,37755,37498,393882,77,57,,323,303,393882,27, ,2026-05-18
3038,全台,21,10,,1316,1327,39351,,,,,,39351,, ,2026-05-18
3040,遠見,9,31,9,13896,13865,16556,,1,,10,11,16556,,@ ,2026-05-18
3041,揚智,57,118,,3640,3579,29268,26,10,,29,13,29268,, ,2026-05-18
3042,晶技,1315,1072,,14047,14290,79498,9,14,,49,54,79498,15, ,2026-05-18
3043,科風,7,3,,1253,1257,9743,,,,,,9743,, ,2026-05-18
3044,健鼎,521,748,,5843,5616,131401,13,,,42,29,131401,, ,2026-05-18
3045,台灣大,163,60,,384,487,930815,88,,,88,,930815,, ,2026-05-18
3046,建碁,18,22,14,960,942,19612,,,,1,1,19612,, ,2026-05-18
3047,訊舟,60,75,23,7100,7062,56190,,,,7,7,56190,, ,2026-05-18
3048,益登,2579,3536,,10086,9129,61207,5,64,,83,142,61207,6, ,2026-05-18
3049,精金,,,,10,10,,,,,,,,,OX ,2026-05-18
3050,鈺德,126,39,,4008,4095,38746,,,,,,38746,, ,2026-05-18
3051,力特,127,184,11,4845,4777,34159,,10,,13,23,34159,, ,2026-05-18
3052,夆典,7,6,,1481,1482,58311,,,,3,3,58311,, ,2026-05-18
3054,立萬利,12,17,,925,920,20162,,,,2,2,20162,, ,2026-05-18
3055,蔚華科,468,701,,7915,7682,25610,25,3,1,53,30,25610,14, ,2026-05-18
3056,富華新,56,47,7,6597,6599,120138,,,,2,2,120138,, ,2026-05-18
3057,喬鼎,,,,,,,,,,,,,,OX ,2026-05-18
3058,立德,,,,1,1,,,,,,,,,OX ,2026-05-18
3059,華晶科,2077,2086,,12245,12236,76929,1,21,,8,28,76929,77, ,2026-05-18
3060,銘異,106,146,4,7480,7436,34390,,,,57,57,34390,, ,2026-05-18
3062,建漢,350,483,3,11588,11452,82522,6,43,,111,148,82522,16, ,2026-05-18
3090,日電貿,1047,1985,,7256,6318,71891,1,58,1,52,108,71891,, ,2026-05-18
3092,鴻碩,38,16,,2266,2288,26662,,2,,6,8,26662,, ,2026-05-18
3094,聯傑,264,375,,2668,2557,20779,3,1,,16,14,20779,26, ,2026-05-18
3130,一零四,,,,4,4,8297,,,,,,8297,, ,2026-05-18
3135,凌航,567,,,,567,23712,,,,,,23712,, ,2026-05-18
3138,耀登,44,88,21,3542,3477,14099,1,8,,6,13,14099,1, ,2026-05-18
3149,正達,2638,2487,2,29457,29606,53533,4,798,,411,1205,53533,22, ,2026-05-18
3150,鈺寶-創,1,,,214,215,11094,,,,,,11094,, ,2026-05-18
3164,景岳,,,,277,277,21502,,,,,,21502,, ,2026-05-18
3167,大量,82,93,,9942,9931,22503,1,,,117,116,22503,24, ,2026-05-18
3168,眾福科,,,,32,32,18774,,,,,,18774,, ,2026-05-18
3189,景碩,2631,3204,5,25732,25154,131731,186,97,,611,522,131731,28, ,2026-05-18
3209,全科,1272,480,,6534,7326,58847,13,31,,95,113,58847,6, ,2026-05-18
3229,晟鈦,,,,,,,,,,,,,,OX ,2026-05-18
3231,緯創,2423,4071,37,56141,54456,795103,27,31,,422,426,795103,10, ,2026-05-18
3257,虹冠電,23,124,,2636,2535,19955,1,,,5,4,19955,,X ,2026-05-18
3266,昇陽,9,1,,500,508,88078,,,,,,88078,, ,2026-05-18
3296,勝德,29,28,,1765,1766,24181,,,,,,24181,, ,2026-05-18
3305,昇貿,2295,2374,2,11190,11109,36161,1,127,,71,197,36161,14, ,2026-05-18
3308,聯德,6,,,634,640,15000,2,,,3,1,15000,, ,2026-05-18
3311,閎暉,21,8,,3245,3258,25000,,1,,1,2,25000,, ,2026-05-18
3312,弘憶股,418,579,2,5120,4957,45656,31,1,,60,30,45656,2, ,2026-05-18
3321,同泰,,,,,,,,,,,,,,OX ,2026-05-18
3338,泰碩,391,286,,4229,4334,21977,1,1,,16,16,21977,5, ,2026-05-18
3346,麗清,9,8,2,3669,3668,30307,,,,6,6,30307,, ,2026-05-18
3356,奇偶,186,215,,1921,1892,19985,1,10,,47,56,19985,, ,2026-05-18
3376,新日興,448,680,1,12602,12369,48940,1,28,,32,59,48940,2, ,2026-05-18
3380,明泰,124,162,2,6829,6789,135429,1,,,15,14,135429,2, ,2026-05-18
3406,玉晶光,412,594,,2242,2060,28185,2,36,,44,78,28185,12, ,2026-05-18
3413,京鼎,450,425,,3519,3544,27690,,9,,4,13,27690,1, ,2026-05-18
3416,融程電,23,91,,1201,1133,20123,10,,,19,9,20123,, ,2026-05-18
3419,譁裕,,15,,1537,1522,,,,,,,,,OX ,2026-05-18
3432,台端,,,,,,,,,,,,,,OX ,2026-05-18
3437,榮創,78,140,,3453,3391,36137,4,7,,27,30,36137,1, ,2026-05-18
3443,創意,150,248,1,4783,4684,33502,14,10,,87,83,33502,1, ,2026-05-18
3447,展達,14,64,,2687,2637,19362,,9,,,9,19362,, ,2026-05-18
3450,聯鈞,765,1242,15,17558,17066,36420,190,6,,1010,826,36420,474, ,2026-05-18
3481,群創,55197,65552,4,415241,404882,1997299,1916,1054,6,14636,13768,1997299,1724, ,2026-05-18
3494,誠研,,,,,,,,,,,,,,OX ,2026-05-18
3501,維熹,8,8,,646,646,29564,19,,,24,5,29564,1, ,2026-05-18
3504,揚明光,937,559,,2408,2786,28514,2,89,,59,146,28514,19, ,2026-05-18
3515,華擎,20,45,,2184,2159,30886,2,1,,10,9,30886,, ,2026-05-18
3518,柏騰,194,418,,3933,3709,23440,10,9,,72,71,23440,2, ,2026-05-18
3528,安馳,173,210,2,2527,2488,16659,,,,,,16659,3, ,2026-05-18
3530,晶相光,35,15,,1334,1354,19368,,,,1,1,19368,, ,2026-05-18
3532,台勝科,56,200,1,6260,6115,96962,32,36,,116,120,96962,85, ,2026-05-18
3533,嘉澤,115,129,,1088,1074,28133,1,1,,1,1,28133,1, ,2026-05-18
3535,晶彩科,376,652,,7860,7584,19763,6,45,,102,141,19763,8, ,2026-05-18
3543,州巧,43,231,,7464,7276,27565,2,2,,18,18,27565,, ,2026-05-18
3545,敦泰,291,246,3,5065,5107,55287,7,,,53,46,55287,, ,2026-05-18
3550,聯穎,265,186,,13584,13663,26887,9,10,,17,18,26887,5, ,2026-05-18
3557,嘉威,9,37,,428,400,17999,,1,,,1,17999,, ,2026-05-18
3563,牧德,625,388,,6423,6660,12300,,2,,16,18,12300,7, ,2026-05-18
3576,聯合再生,,,,,,,,,,,,,,OX ,2026-05-18
3583,辛耘,227,374,,2605,2458,20086,13,5,2,754,744,20086,10, ,2026-05-18
3588,通嘉,69,58,3,1430,1438,15498,1,,,3,2,15498,, ,2026-05-18
3591,艾笛森,227,150,,24471,24548,36346,1,,,12,11,36346,2, ,2026-05-18
3592,瑞鼎,122,92,1,893,922,18963,,,,,,18963,, ,2026-05-18
3593,力銘,,,,,,,,,,,,,,OX ,2026-05-18
3596,智易,54,111,4,1439,1378,55088,,,,5,5,55088,1, ,2026-05-18
3605,宏致,319,497,3,7219,7038,40963,9,14,,108,113,40963,2, ,2026-05-18
3607,谷崧,63,56,21,2432,2418,30415,,,,,,30415,, ,2026-05-18
3617,碩天,15,13,3,2033,2032,23691,,,,,,23691,4, ,2026-05-18
3622,洋華,41,37,1,1865,1868,37831,1,1,,1,1,37831,, ,2026-05-18
3645,達邁,1584,3579,,13380,11385,34188,11,485,,162,636,34188,25, ,2026-05-18
3652,精聯,5,9,,803,799,18774,,,,,,18774,, ,2026-05-18
3653,健策,14,68,5,3043,2984,36683,8,4,,33,29,36683,8, ,2026-05-18
3661,世芯-KY,165,276,2,4796,4683,19832,7,1,,96,90,19832,, ,2026-05-18
3665,貿聯-KY,801,301,4,2183,2679,48769,42,,,66,24,48769,, ,2026-05-18
3669,圓展,,7,,994,987,23229,,,,,,23229,1, ,2026-05-18
3673,TPK-KY,1202,1653,1,19290,18838,101665,25,58,,357,390,101665,17, ,2026-05-18
3679,新至陞,,6,,149,143,15755,,,,,,15755,, ,2026-05-18
3686,達能,,,,,,,,,,,,,,OX ,2026-05-18
3694,海華,336,323,,7070,7083,38732,,1,,2,3,38732,2, ,2026-05-18
3701,大眾控,184,299,11,9790,9664,53909,24,2,,53,31,53909,, ,2026-05-18
3702,大聯大,403,566,,4666,4503,419780,4,287,67,555,771,419780,, ,2026-05-18
3703,欣陸,16,14,,1476,1478,205803,,,,,,205803,, ,2026-05-18
3704,合勤控,714,1126,,5873,5461,103861,1,16,,21,36,103861,, ,2026-05-18
3705,永信,,10,,463,453,66605,,,,,,66605,, ,2026-05-18
3706,神達,742,616,9,34252,34369,331803,50,6,,150,106,331803,8, ,2026-05-18
3708,上緯投控,73,96,,4332,4309,24401,2,1,,300,299,24401,, ,2026-05-18
3711,日月光投控,302,607,2,7458,7151,1117643,6,10,,111,115,1117643,4, ,2026-05-18
3712,永崴投控,12,,65,2950,2897,61560,7,18,,288,299,61560,, ,2026-05-18
3714,富采,1202,1648,58,33814,33310,166985,43,38,,538,533,166985,10, ,2026-05-18
3715,定穎投控,1385,1539,8,30232,30070,70893,43,55,,114,126,70893,5, ,2026-05-18
3716,中化控股,7,57,,659,609,37441,,,,,,37441,, ,2026-05-18
3717,聯嘉投控,56,176,,9226,9106,52017,2,1,46,1155,1108,52017,, ,2026-05-18
4104,佳醫,2,5,,156,153,47091,,,,1,1,47091,, ,2026-05-18
4106,雃博,,,,468,468,25227,,,,,,25227,, ,2026-05-18
4108,懷特,,,,,,,,,,,,,,OX ,2026-05-18
4119,旭富,2,13,3,757,743,29877,,,,19,19,29877,, ,2026-05-18
4133,亞諾法,14,4,,1010,1020,15138,,,,,,15138,, ,2026-05-18
4137,麗豐-KY,7,3,,1029,1033,20623,,,,,,20623,, ,2026-05-18
4142,國光生,268,29,6,6823,7056,107376,,,,,,107376,, ,2026-05-18
4148,全宇生技-KY,2,3,,605,604,16808,,,,,,16808,, ,2026-05-18
4155,訊映,108,45,,985,1048,36203,,2,,,2,36203,1, ,2026-05-18
4164,承業醫,157,60,7,7252,7342,47647,,,,1,1,47647,3, ,2026-05-18
4190,佐登-KY,,,,307,307,15361,,,,,,15361,, ,2026-05-18
4306,炎洲,10,14,,4785,4781,169189,,,,,,169189,, ,2026-05-18
4414,如興,123,35,,760,848,53409,,11,,,11,53409,, ,2026-05-18
4426,利勤,5,,,1290,1295,43169,,,,,,43169,, ,2026-05-18
4438,廣越,17,,,771,788,28356,,,,,,28356,, ,2026-05-18
4439,冠星-KY,,9,,248,239,9528,1,,,2,1,9528,, ,2026-05-18
4440,宜新實業,,14,,102,88,16899,,,,,,16899,, ,2026-05-18
4441,振大環球,3,9,,119,113,17043,,,,,,17043,, ,2026-05-18
4526,東台,827,786,,8431,8472,63706,,111,,93,204,63706,15, ,2026-05-18
4532,瑞智,118,7,,2817,2928,123723,,,,1,1,123723,, ,2026-05-18
4536,拓凱,77,66,,836,847,22705,,,,,,22705,, ,2026-05-18
4540,全球傳動,1670,915,4,7239,7990,28796,2,65,,23,86,28796,31, ,2026-05-18
4545,銘鈺,11,13,,1093,1091,19250,,,,,,19250,, ,2026-05-18
4551,智伸科,95,164,2,1815,1744,28805,,2,,25,27,28805,10, ,2026-05-18
4552,力達-KY,1,10,,2217,2208,29000,,,,4,4,29000,, ,2026-05-18
4555,氣立,135,156,1,2588,2566,17496,5,,,36,31,17496,2, ,2026-05-18
4557,永新-KY,2,4,,429,427,11992,,,,,,11992,, ,2026-05-18
4560,強信-KY,19,9,,258,268,17024,,,,,,17024,, ,2026-05-18
4562,穎漢,475,163,2,2619,2929,21886,,31,,87,118,21886,4, ,2026-05-18
4564,元翎,184,161,,12857,12880,58197,1,,,1,,58197,, ,2026-05-18
4566,時碩工業,82,168,3,5069,4980,27498,,,,56,56,27498,, ,2026-05-18
4569,六方科-KY,241,216,1,839,863,7650,2,,,4,2,7650,, ,2026-05-18
4571,鈞興-KY,297,259,,2252,2290,13254,,1,,2,3,13254,3, ,2026-05-18
4572,駐龍,5,6,1,306,304,10000,,,,,,10000,, ,2026-05-18
4576,大銀微系統,914,828,1,4398,4483,29950,1,48,1,286,332,29950,4, ,2026-05-18
4581,光隆精密-KY,,4,,84,80,8474,,,,,,8474,, ,2026-05-18
4583,台灣精銳,20,50,1,3906,3875,20042,,,,28,28,20042,, ,2026-05-18
4585,達明,281,76,,233,438,26152,,,,,,26152,3, ,2026-05-18
4588,玖鼎電力,11,5,,368,374,10746,,4,,,4,10746,, ,2026-05-18
4720,德淵,1574,1593,,6000,5981,28629,4,2,,42,40,28629,24, ,2026-05-18
4722,國精化,1119,822,,16260,16557,25696,12,71,,242,301,25696,3, ,2026-05-18
4736,泰博,12,4,,274,282,23843,,,,,,23843,, ,2026-05-18
4737,華廣,4,62,,733,675,19349,,2,,,2,19349,, ,2026-05-18
4739,康普,679,484,34,6160,6321,30375,37,5,,132,100,30375,5, ,2026-05-18
4746,台耀,58,108,1,2327,2276,30063,7,,,7,,30063,, ,2026-05-18
4755,三福化,24,16,,1642,1650,25176,2,,,2,,25176,, ,2026-05-18
4763,材料*-KY,341,535,53,46645,46398,247286,1,5,,29,33,247286,, ,2026-05-18
4764,雙鍵,12,129,,5748,5631,21385,1,,,5,4,21385,10, ,2026-05-18
4766,南寶,163,271,,3120,3012,30142,3,,,3,,30142,1, ,2026-05-18
4770,上品,23,57,1,1341,1306,19994,,,,3,3,19994,, ,2026-05-18
4771,望隼,15,15,,537,537,14677,,,,,,14677,, ,2026-05-18
4807,日成-KY,43,85,,1047,1005,12249,,,,,,12249,, ,2026-05-18
4904,遠傳,17,,,591,608,878396,,,,,,878396,, ,2026-05-18
4906,正文,2259,2703,1,29206,28761,111702,4,143,71,519,587,111702,67, ,2026-05-18
4912,聯德控股-KY,374,206,,3976,4144,16748,6,2,,19,15,16748,, ,2026-05-18
4915,致伸,2116,291,,3710,5535,117785,13,3,,22,12,117785,2, ,2026-05-18
4916,事欣科,1342,1144,,9161,9359,30976,,25,,19,44,30976,51, ,2026-05-18
4919,新唐,1375,3043,2,23910,22240,104941,75,1117,,3124,4166,104941,173, ,2026-05-18
4927,泰鼎-KY,884,3369,4,37076,34587,66234,77,78,,543,544,66234,2, ,2026-05-18
4930,燦星網,,,,3565,3565,20000,,,,,,20000,, ,2026-05-18
4934,太極,,,,,,,,,,,,,,OX ,2026-05-18
4935,茂林-KY,,2,,383,381,32216,,,,,,32216,, ,2026-05-18
4938,和碩,1030,330,1,4596,5295,670541,48,10,,52,14,670541,2, ,2026-05-18
4942,嘉彰,1,,,758,759,35591,,,,,,35591,, ,2026-05-18
4943,康控-KY,,,,,,,,,,,,,,OX ,2026-05-18
4949,有成精密,301,366,,4354,4289,16930,6,16,,206,216,16930,5, ,2026-05-18
4952,凌通,30,152,10,1776,1644,27203,,1,,1,2,27203,, ,2026-05-18
4956,光鋐,163,284,,6776,6655,25102,3,5,,163,165,25102,30, ,2026-05-18
4958,臻鼎-KY,3442,3146,11,27931,28216,267649,135,54,,751,670,267649,74, ,2026-05-18
4960,誠美材,915,1028,,22391,22278,142926,11,104,,404,497,142926,11, ,2026-05-18
4961,天鈺,130,138,,2158,2150,30313,,,,8,8,30313,2, ,2026-05-18
4967,十銓,485,694,1,10528,10318,22196,29,73,78,1025,991,22196,3, ,2026-05-18
4968,立積,119,185,2,6428,6360,23052,,2,,39,41,23052,, ,2026-05-18
4976,佳凌,164,312,2,4635,4485,35337,2,11,,29,38,35337,3, ,2026-05-18
4977,眾達-KY,522,656,1,8573,8438,20047,6,30,,89,113,20047,8, ,2026-05-18
4989,榮科,444,1510,2,18616,17548,34444,11,4,,164,157,34444,1, ,2026-05-18
4994,傳奇,29,1,,2385,2413,16595,,,,,,16595,, ,2026-05-18
4999,鑫禾,1,,,346,347,18604,,,,,,18604,, ,2026-05-18
5007,三星,,,,9,9,73735,,,,,,73735,, ,2026-05-18
5203,訊連,5,19,16,1501,1471,19835,,,,2,2,19835,, ,2026-05-18
5215,科嘉-KY,60,48,,817,829,16084,,,,1,1,16084,, ,2026-05-18
5222,全訊,9,89,1,2263,2182,22773,,,,19,19,22773,, ,2026-05-18
5225,東科-KY,32,19,56,1628,1585,19784,,,,21,21,19784,, ,2026-05-18
5234,達興材料,49,146,1,1721,1623,25678,2,1,,16,15,25678,, ,2026-05-18
5243,乙盛-KY,418,395,,10506,10529,42132,5,10,,64,69,42132,12, ,2026-05-18
5244,弘凱,14,93,,3252,3173,17060,24,,,37,13,17060,, ,2026-05-18
5258,虹堡,305,238,,4469,4536,27591,11,3,,28,20,27591,3, ,2026-05-18
5269,祥碩,255,384,4,3330,3197,18694,,1,,9,10,18694,, ,2026-05-18
5283,禾聯碩,2,,,112,114,21900,,,,,,21900,, ,2026-05-18
5284,jpp-KY,171,313,,5167,5025,13223,5,2,,20,17,13223,1, ,2026-05-18
5285,界霖,226,391,,5155,4990,25510,,,,1,1,25510,4, ,2026-05-18
5288,豐祥-KY,5,50,,2153,2108,17428,,,,,,17428,, ,2026-05-18
5292,華懋,8,13,,1387,1382,10527,,,,1,1,10527,, ,2026-05-18
5306,桂盟,18,4,,450,464,31500,,,,,,31500,, ,2026-05-18
5388,中磊,120,295,8,7284,7101,76085,1,2,,2,3,76085,, ,2026-05-18
5434,崇越,7,37,,660,630,48414,,,,27,27,48414,, ,2026-05-18
5469,瀚宇博,275,126,2,15590,15737,121541,2,15,,61,74,121541,1, ,2026-05-18
5471,松翰,94,143,,3839,3790,41969,,,,13,13,41969,, ,2026-05-18
